record_ID,units_sold
213080,-315669.9840505725
213081,-318631.4864002278
213082,-317438.49612906214
213083,-317479.6015374932
213084,-321753.1950430668
213085,-462821.3098583678
213086,-546558.2892759579
213087,-322824.7846740159
213088,-323510.0619360104
213089,-323378.1883056659
213090,-574811.9149551264
213091,-355138.37824340805
213092,-355068.1786719026
213093,-864638.5342505887
213094,-788671.8017986726
213096,-787022.0523954883
213097,-313715.96608175174
213098,-313717.8208454615
213100,-313730.21578589984
213101,-313455.499843305
213102,-315113.42108358373
213103,-314866.652296295
213105,-318593.1086171055
213106,-317438.14872431156
213107,-317478.9023665815
213108,-321754.0817052148
213109,-322824.2965628009
213110,-323509.36276509863
213111,-323377.4891347542
213113,-355137.67907249636
213114,-355067.7060485709
213115,-313720.7883629358
213123,-323512.1895761086
213127,-313719.722783348
213128,-313721.0850744323
213129,-433493.0152172024
213131,-313732.77648254845
213132,-313457.70877379255
213133,-315118.0923771988
213135,-317441.83507267566
213136,-317483.1515408033
213137,-321759.4680724912
213138,-462820.8497274416
213140,-322826.9276126817
213141,-323512.5566408372
213142,-323355.4349001195
213145,-355072.6632102697
213147,-788670.3567224954
213148,-313677.66713497724
213149,-313719.33236641705
213150,-313731.93836655194
213151,-313457.1520707249
213152,-315115.0733110036
213153,-318634.7359083022
213154,-317439.73059849924
213155,-317480.4842407692
213156,-321757.3817172276
213157,-462820.78549699945
213158,-546557.2020887318
213159,-322825.87843698857
213160,-323510.9446392864
213161,-323378.3674766198
213162,-574857.4191751454
213163,-355144.0719956972
213164,-355113.26917422755
213167,-976467.2236385009
213168,-787022.9350987643
213169,-313679.71048920834
213170,-313681.2993278726
213171,-433453.3856649904
213174,-313733.3795174598
213175,-313458.2414554716
213176,-315119.39894443227
213179,-318616.01958665333
213180,-317441.8752817292
213181,-317483.75457571464
213182,-321799.624051786
213183,-462821.45276235294
213187,-322827.4602943608
213188,-323513.15967574855
213189,-323349.045935819
213191,-355182.9484078377
213192,-355112.7488363323
213194,-788670.9597574067
213195,-968162.4316280221
213197,-313719.6115986406
213199,-313732.35830523993
213200,-313457.2202432519
213202,-314827.64055030874
213204,-317440.0801839551
213205,-317480.833826225
213206,-321760.6047524758
213207,-322826.2280224444
213208,-323511.2942247422
213209,-323379.42059439776
213215,-313720.56135230104
213216,-313721.9939966175
213217,-433493.9241393876
213219,-313732.84116594703
213220,-313457.91416365554
213221,-315119.56412524177
213225,-317442.9550545575
213226,-317484.0604629885
213227,-321754.7610843423
213230,-322828.188301028
213231,-323513.4655630224
213233,-574815.9491301989
213235,-355072.66594213515
213236,-788671.4063511451
213238,-313720.7099261198
213239,-313722.14257043623
213240,-433494.00235997414
213241,-313733.6932720879
213242,-313458.8366230286
213243,-315119.9237587571
213245,-317443.4553945373
213246,-317484.20903680724
213247,-321759.63486605865
213248,-462821.90722344554
213249,-546558.5348748745
213250,-322827.9851086856
213251,-323513.4030771445
213252,-323382.4440388189
213254,-355143.0140874593
213255,-355072.8145159539
213256,-864637.2320783966
213257,-788670.7106861772
213260,-313458.255445616
213265,-317439.9193813716
213268,-322826.63004571863
213269,-323511.69624801644
213270,-323368.0421435146
213273,-355072.8510297479
213275,-313720.259204016
213276,-433492.1893467861
213278,-472850.75337352365
213279,-313733.1466170798
213280,-313458.0085550917
213281,-315119.86957637453
213282,-314871.2548016502
213283,-315631.10790916433
213285,-317441.9941475104
213286,-317483.02920270915
213287,-321756.0359928428
213288,-462823.96363802947
213289,-546559.6063442074
213292,-322826.7349213554
213293,-323514.61525294185
213294,-323382.24914997193
213296,-355140.34397863084
213297,-355069.9178595455
213301,-313718.8864287312
213303,-433492.10850935336
213304,-313733.1361328792
213305,-313457.92771765887
213306,-315119.0148533874
213308,-315633.7456426909
213309,-318594.4431310253
213310,-317441.70225038094
213311,-317483.3001314374
213312,-321756.7671029153
213314,-546560.7918649545
213315,-322827.00585008366
213316,-323514.8861816701
213317,-323382.5200787002
213320,-313681.143106611
213321,-313682.7319452752
213322,-433494.8243219364
213325,-313734.6559405146
213326,-313459.44752529426
213327,-315120.605014255
213330,-318576.40766942734
213331,-317443.9959435707
213332,-317484.9606455373
213333,-321799.5650789435
213334,-462822.6588321756
213335,-546559.2864836046
213336,-322829.0884835768
213337,-323514.3657455712
213338,-323383.26600078115
213340,-355143.76569618937
213341,-355073.56612468394
213343,-788671.8140610685
213346,-313718.7780639661
213347,-313720.84388737247
213348,-433492.7740301426
213351,-313733.7313004363
213352,-313458.3118255193
213353,-315116.51447872684
213354,-314871.800107541
213355,-315633.2939134637
213356,-318594.9524574668
213357,-317443.56377611787
213358,-317479.3223389004
213359,-321758.00253574655
213360,-462824.26690845704
213361,-546561.1056195826
213363,-323511.82298115187
213364,-323378.61263939535
213365,-574813.9264374301
213366,-355140.8428208718
213367,-355072.0025348461
213369,-313678.9187050556
213370,-313680.6482501842
213371,-433492.8968211932
213372,-313733.6430317902
213373,-313458.8567359632
213374,-315116.28550361644
213375,-314869.5715816766
213376,-315673.60991417203
213377,-318635.3078356407
213378,-317441.3649105053
213379,-317482.11855277524
213380,-321755.14214630687
213381,-462825.02287859755
213382,-546561.3691170976
213383,-322827.51274899463
213384,-323512.57895129244
213385,-323380.4239080191
213387,-355181.28404016123
213388,-355070.9222347647
213390,-788674.3188139548
213391,-313719.6218666116
213392,-313720.8434512314
213394,-313733.23839166976
213395,-313458.5928023071
213396,-315119.1874654101
213399,-317442.0155688681
213400,-317483.8245096212
213401,-321759.6189084318
213403,-322827.5302282674
213404,-323515.4105598539
213408,-355070.71316645754
213409,-788674.3362932276
213410,-976468.8754297799
213411,-787024.5868900432
213412,-313720.0326295222
213413,-313721.3949206065
213414,-433493.3954166088
213415,-313734.4230401347
213416,-313459.2849781466
213417,-315120.9349397328
213418,-314832.68846569373
213419,-315674.2885935177
213420,-318634.6498035743
213421,-317426.9507431098
213422,-317484.2352725318
213423,-321758.27215605165
213425,-546560.4606478689
213426,-322827.94099117804
213427,-323515.8213227645
213428,-323383.4552197946
213431,-355071.3504769481
213432,-788674.7470561382
213434,-787024.9976529538
213435,-313722.51903085376
213436,-313683.4066993514
213437,-433495.88181794033
213439,-313735.71343651856
213440,-313460.57537453045
213441,-315121.4514505622
213444,-318575.52048002626
213445,-317444.70167341357
213446,-317486.0181415412
213447,-321759.79618619976
213448,-322829.79421341966
213449,-323514.3679430919
213454,-313723.1395450379
213455,-313724.64254258655
213456,-313736.19324423827
213457,-313461.1958887146
213458,-315120.664900102
213461,-317445.8850134554
213462,-317486.63865572534
213463,-321762.11935032567
213466,-322830.4147276038
213467,-323516.04375575925
213471,-788673.4920712565
213472,-313723.10502263333
213473,-313724.4673137176
213474,-433496.3974564877
213476,-313736.1587218337
213477,-313461.0910130778
213478,-315121.8263826452
213479,-317444.7248393354
213480,-317486.5337800886
213481,-321763.75650209625
213484,-322830.30985196703
213485,-323515.5871139614
213486,-323384.7687821003
213488,-355147.8308541201
213489,-355075.13925923523
213490,-788674.2314344062
213491,-976432.0543299313
213494,-313720.93237593
213495,-313722.29466701427
213496,-313735.2524333102
213497,-313460.0440180899
213502,-317442.7632523287
213503,-317483.5168945986
213505,-322828.911090818
213506,-323513.9772931158
213507,-323382.1036627714
213510,-313720.8100210205
213511,-313722.31301856914
213512,-313735.0597251685
213514,-315117.6318437624
213516,-317441.7966586325
213517,-317483.39453968906
213518,-321758.0039662804
213519,-462826.01745258254
213520,-546562.9265169404
213521,-322828.78873590846
213522,-323513.85493820626
213523,-323381.98130786186
213526,-355071.9716740986
213528,-976473.5321511201
213530,-313680.412063772
213531,-313681.704001624
213532,-433454.31378713396
213533,-433883.5103141273
213535,-313735.4023155521
213536,-313460.264253564
213537,-315118.3262003072
213538,-314835.02702659083
213540,-318595.6314411473
213541,-317442.7020748739
213542,-317483.45571714384
213543,-321756.0881670488
213545,-546562.9876943951
213546,-322828.8499133632
213547,-323513.91611566104
213548,-323382.04248531663
213550,-355142.23242305877
213551,-355112.4216330244
213554,-313720.62474409194
213559,-313460.0177991807
213560,-315121.73811399913
213561,-314831.4301376729
213562,-315634.4215733841
213563,-318594.53366179316
213564,-317443.7219786705
213565,-317485.1791532626
213566,-321758.7868312049
213567,-322770.3722840418
213568,-323515.4284920831
213572,-355072.52090525883
213573,-313721.08094974875
213574,-313722.37288760074
213575,-433494.58444329974
213576,-313735.7527732901
213577,-313460.4740048375
213578,-315118.7470112773
213579,-314832.96421588055
213580,-318597.8717189414
213581,-317441.78617443197
213582,-317483.66546841734
213583,-321754.744376544
213584,-462826.56979423965
213587,-323513.633394309
213588,-323382.25223659014
213591,-355072.4691504068
213593,-313721.35231461807
213594,-313722.7849589345
213597,-313735.6723719983
213598,-313460.3232503135
213599,-315122.395331293
213600,-314837.4754022063
213601,-315674.2489931338
213602,-318597.4169774209
213603,-317444.09778303554
213604,-317485.5549576276
213605,-321758.5533460623
213606,-462825.78586062574
213607,-546563.0466911447
213608,-322829.26067627384
213609,-323517.1410078603
213610,-323384.7749048904
213612,-355142.6431859694
213613,-355113.05894351494
213614,-788635.677959763
213615,-313683.09160938626
213616,-313684.5242537027
213617,-433496.9135311761
213619,-313735.8305577355
213620,-313460.8332022118
213621,-315122.13139763696
213624,-318617.69805688947
213625,-317446.2962125071
213626,-317486.9795015448
213627,-321759.8668437668
213630,-322830.75557342323
213631,-323515.9624821854
213635,-355075.58498069143
213639,-313721.307744154
213640,-313722.8107417027
213641,-433494.8815909372
213643,-313735.9092144631
213644,-313460.56009277835
213645,-315122.2804075967
213648,-317444.6160384292
213649,-317485.65109362797
213650,-321753.4318015395
213651,-462826.23376278713
213652,-546562.7207077517
213653,-322829.3568122742
213654,-323517.23714386066
213658,-355073.6485987818
213660,-313721.5887209418
213661,-313722.59924586496
213663,-433883.66501073615
213664,-313735.62736539316
213665,-313460.55965663726
213666,-315121.9985585268
213669,-317444.68595552037
213670,-317485.72101071913
213671,-321752.77561224095
213673,-322828.7231970432
213674,-323517.30706095183
213675,-323384.9409579819
213678,-355072.6096675555
213681,-313721.6044556504
213682,-313722.9667467347
213683,-433494.7561830403
213685,-313736.1355727273
213686,-313460.8568042747
213687,-315122.64747232536
213688,-314830.90985728725
213689,-315635.1043841304
213690,-318596.16912650916
213691,-317444.6313369968
213692,-317486.0181583566
213693,-321757.2590315006
213694,-462827.23400660575
213696,-322829.72387700283
213697,-323517.6042085893
213698,-323385.2381056194
213699,-574816.4165508366
213700,-355143.1063866984
213701,-355073.1333627729
213703,-313724.3281355878
213704,-313725.76077990426
213707,-313737.31148155587
213708,-313462.31412603223
213709,-315123.40126176074
213711,-317447.0736040053
213712,-317487.8272462752
213713,-321763.7216585699
213716,-322831.60331815365
213720,-355077.33891574165
213723,-313684.76087993797
213724,-313686.81830164534
213725,-433498.58280172775
213727,-313738.27371384157
213728,-313463.13565185346
213729,-315124.22278758197
213733,-317447.3323039688
213734,-317488.64877209644
213735,-321764.996279551
213736,-322832.4248439749
213737,-323518.0538721304
213738,-323386.88377410814
213741,-355117.64303271414
213743,-313724.61654358887
213744,-313725.97883467306
213745,-433497.97933067544
213748,-313737.4591830925
213749,-313462.53218080103
213750,-315123.4786100651
213752,-317447.08059907745
213753,-317488.1156542763
213754,-321759.7224659499
213755,-462785.4250594435
213756,-546522.0527108725
213758,-322831.8917261547
213759,-323517.1689881491
213760,-323385.1546513403
213761,-574822.2697972863
213762,-355146.92070492834
213763,-355078.8613906413
213764,-864641.1386958656
213765,-788675.1097762717
213768,-313684.0890470428
213769,-313685.67788570706
213770,-433457.8345760571
213771,-433863.7019643746
213773,-313737.6173688297
213774,-313462.7607197705
213775,-315123.5664425701
213779,-317447.4498445114
213780,-317488.13313354907
213781,-321761.2315354678
213782,-462825.83132018737
213783,-546562.4589716163
213785,-322831.2760263375
213786,-323517.53823358304
213787,-323360.6430404452
213788,-574820.0218007596
213789,-355146.93818420114
213790,-355076.7386126957
213792,-788674.4237232225
213796,-313722.54877252225
213797,-313724.0517700709
213798,-433495.98191284103
213799,-433884.9064752455
213800,-313736.728123438
213801,-313461.5900614499
213802,-315119.93342112197
213805,-317444.4500021531
213806,-317485.20364442305
213807,-321765.4670432994
213808,-462828.10797024536
213809,-322830.5978406425
213811,-323383.79041259584
213814,-355073.78077883256
213816,-313723.1793347659
213817,-313724.54162585014
213819,-313737.7104518428
213820,-313462.1502704614
213821,-315120.5639833656
213824,-317444.8695047002
213825,-317485.6231469701
213826,-321757.75603806524
213829,-322831.0173431895
213830,-323516.08354548726
213831,-323384.20991514286
213833,-355144.399852885
213834,-355114.58906285063
213835,-313725.3943712281
213838,-313463.52106813696
213840,-317448.1398396456
213842,-321804.6235670372
213844,-323518.2985819495
213848,-313725.50798650127
213849,-313727.0109840499
213850,-433498.94112682
213851,-313738.6320389338
213852,-313463.4939769457
213853,-315124.0182868164
213857,-317446.9870967388
213858,-317489.0070971887
213859,-321766.02584568405
213860,-462826.705283827
213861,-546563.332935256
213862,-322832.7831690671
213863,-323518.41219722264
213865,-574820.8957643992
213866,-355147.81214784074
213867,-355077.6125763353
213870,-313725.59494672413
213871,-313727.09794427286
213874,-313738.7189991567
213875,-313463.72164363303
213878,-317448.41076837387
213879,-317489.1644106438
213880,-321765.2937722174
213883,-322833.29224868334
213884,-323518.5695106778
213885,-323387.4697658877
213888,-355077.76988979045
213891,-313725.78765486594
213892,-313727.2202991824
213893,-433499.22079518466
213895,-313738.9117072985
213896,-313463.7736453104
213897,-315124.7200745744
213900,-317448.0406506579
213901,-317489.28676555335
213902,-321766.00152705226
213903,-462786.5961707206
213905,-322833.0628374318
213906,-323518.6918655873
213907,-323369.2727425879
213909,-355148.0918162054
213910,-355078.7984350198
213912,-788675.8587681556
213913,-313723.5437826482
213918,-313462.93683773704
213919,-315121.28019740904
213922,-318603.2248050313
213923,-317445.374659047
213924,-317486.40971424576
213925,-321762.042148039
213926,-462828.54015451367
213928,-322831.80391046515
213930,-323384.9964824185
213932,-355149.7005683616
213935,-313724.06160190084
213936,-313725.072126824
213939,-313463.243597293
213940,-315125.2453250403
213942,-317446.73671708617
213943,-317488.26424491045
213944,-321761.7860817372
213945,-462828.635854373
213946,-546564.9820928731
213947,-322831.9699635567
213948,-323512.5091607996
213949,-323387.4841921732
213951,-355145.35247325216
213952,-355075.15290174674
213954,-788638.3872470458
213955,-313724.2009999422
213956,-313725.4929377942
213960,-313738.23964439356
213961,-313462.960875941
213962,-315125.2440166171
213963,-314836.9820546948
213964,-315640.42658556585
213965,-318601.67141187465
213966,-317446.3836425019
213967,-317488.47399618395
213968,-321764.0179578322
213971,-322832.1797148302
213972,-323519.42686732666
213973,-323386.84970466007
213976,-313726.39899327257
213977,-313727.831637589
213978,-433499.8321335914
213979,-433887.70139751263
213980,-472857.0594489168
213981,-313739.52304570517
213982,-313464.31463048485
213983,-315125.4017662133
213985,-315618.42154118186
213986,-318648.14624197147
213987,-317448.86304876127
213988,-317489.96845719224
213989,-321764.41065670736
213990,-462827.6666438306
213991,-546564.2942952595
213994,-322833.7445290707
213995,-323519.3735572262
213996,-323361.1190786087
213998,-355148.7735078443
213999,-355079.4801266587
214000,-864642.9914987816
214001,-788677.1736388844
214002,-968168.6455094998
214004,-313726.5213481821
214005,-313728.094698963
214006,-433500.0248417331
214008,-313739.6454006147
214009,-313464.6480450911
214010,-315125.59447435505
214011,-314858.69078857725
214014,-317448.7039907419
214015,-317490.0908121018
214016,-321762.8303616752
214017,-322834.2186501413
214018,-323519.49591213575
214019,-323358.2963149789
214021,-355149.34895791375
214022,-355080.05557672813
214023,-313726.3469915953
214024,-313727.77963591175
214025,-433499.780131914
214026,-313739.2599843312
214027,-313464.47368850413
214028,-315125.20905807154
214032,-317449.09246001276
214033,-317489.8461022827
214034,-321763.10910024814
214035,-322833.62217416114
214036,-323519.25120231666
214040,-355119.5200056403
214041,-788677.1216372071
214043,-313726.5912652733
214044,-313728.094262822
214045,-433500.0244055921
214048,-313739.7153177059
214049,-313464.71796218224
214050,-315125.5236849818
214051,-314884.71154145984
214054,-317449.2663804586
214055,-317490.16072919295
214056,-321767.28920838615
214057,-462827.8589158313
214061,-322833.9368010714
214062,-323519.42512276245
214063,-323364.7095643087
214065,-355148.965779845
214066,-355078.7662083396
214067,-788677.0844979563
214070,-313724.6462852573
214071,-313726.2196360382
214072,-433498.07942557614
214073,-313739.17740233423
214074,-313463.96898711385
214075,-315121.9605806248
214076,-314835.1154005605
214077,-315686.1026771318
214078,-318603.5224463194
214079,-317445.9846890305
214080,-317487.30115715816
214081,-321758.69954016455
214082,-462829.6426571227
214083,-546565.8481891584
214084,-322832.34358721646
214085,-323517.76155567536
214086,-323384.41050745436
214088,-355186.4666445441
214089,-355116.49362061865
214090,-864646.2338702537
214092,-313724.75159703515
214096,-313463.7225327306
214097,-315121.6437730093
214098,-314835.5021252672
214099,-315679.43676660815
214100,-317445.45682171837
214101,-317487.33611570374
214102,-321757.73538109055
214103,-462830.240441526
214104,-322785.56059093686
214105,-323517.51510129205
214106,-323385.9228838765
214109,-355077.78758228605
214111,-313683.9359393134
214112,-313685.7513255575
214114,-313738.8164603957
214115,-313463.7487516398
214116,-315125.32835999376
214118,-315639.82420001837
214120,-317447.0308117363
214121,-317489.0508121861
214122,-321760.12000309903
214124,-322832.05299851013
214125,-323520.63686241873
214126,-323388.2707594488
214129,-313724.78655558074
214130,-313726.14884666493
214131,-433498.07898943505
214133,-313739.1066129609
214134,-313463.7574912762
214135,-315122.030497716
214136,-314875.27719831053
214137,-315677.33146793535
214138,-318599.6636151349
214139,-317446.2656658183
214140,-317489.0595518225
214141,-321762.104403907
214142,-462829.57186774944
214143,-546565.7773997851
214144,-322832.7652704687
214145,-323520.6456020551
214146,-323388.2794990852
214148,-355186.76310921524
214149,-355076.17475623876
214151,-313686.74365829246
214152,-313728.40888973227
214153,-433500.4093857345
214154,-313739.8892381517
214155,-313424.95619631687
214156,-315085.5198836532
214158,-318579.97769458825
214159,-317449.5810073689
214160,-317490.47535610327
214161,-321770.0325916279
214162,-462828.17354274157
214163,-546564.8011941705
214164,-322834.25142798165
214165,-323519.8804561372
214168,-355149.2804067553
214169,-355119.4696167209
214175,-313727.05490214337
214176,-313728.48754645983
214177,-433500.4880424621
214178,-313740.1086013437
214179,-313465.0408925878
214180,-315125.98732185183
214184,-317449.3782511676
214185,-317490.55401283083
214186,-321768.09620971826
214187,-322834.3300847092
214188,-323519.95911286474
214191,-355079.1594919774
214192,-788671.6817873298
214193,-313727.2209552349
214194,-313728.7239527835
214195,-433500.6540955536
214196,-313740.3450076675
214197,-313465.34765214374
214198,-315126.36443464
214202,-317449.9664236524
214203,-317490.72006592236
214204,-321763.14014061587
214205,-322834.84790396184
214206,-323520.12516595627
214207,-323387.6887097541
214209,-355190.82008836523
214210,-355081.13792570855
214213,-313727.0066394549
214215,-313739.82369928644
214216,-313464.1931646728
214217,-315123.0993502026
214218,-314877.025693537
214221,-317446.56063275057
214222,-317488.01780734264
214223,-321759.87768720795
214224,-462829.72612821724
214225,-546567.0573119684
214226,-322833.412003562
214227,-323518.47820585984
214228,-323386.6045755154
214229,-574820.3312249758
214230,-355146.7945132575
214231,-355076.5949417521
214233,-788680.2180685222
214235,-313727.7457695597
214236,-313729.10806064395
214237,-433460.649421943
214240,-313740.86982199224
214241,-313465.7317600042
214242,-315126.60783603595
214245,-317449.435939494
214246,-317491.17452701495
214247,-321765.4366426
214248,-462828.87271365325
214249,-546565.5003650822
214251,-322834.95059889334
214252,-323520.57962704886
214253,-323367.7622903502
214255,-355149.979577667
214256,-355120.6218827925
214258,-788678.3797087071
214261,-313725.41406483704
214262,-313727.1281220824
214263,-433499.0582648525
214265,-313740.296948075
214266,-313465.15888608684
214267,-315126.38672827976
214271,-317448.9334188089
214272,-317489.9684740077
214273,-321766.6845510214
214274,-462830.55114316684
214275,-546567.1084413636
214276,-322833.6741926539
214277,-323521.2027580793
214278,-323389.18842127046
214281,-355117.2459123151
214282,-788640.0914761431
214283,-976475.0193941664
214284,-313711.81217978406
214285,-313713.17447086837
214286,-313719.6313950633
214287,-313444.3371387274
214288,-315110.81495272485
214292,-317434.4872949694
214293,-317475.2409372393
214296,-323504.6460372733
214297,-323273.38375089306
214300,-313711.7767850975
214301,-313713.20942941395
214302,-433485.13957218407
214305,-313719.1429052167
214306,-313444.3017440408
214307,-315110.56849834154
214310,-318633.3833273319
