Id,SalePrice
1756,134085.47
1757,128293.89
1758,128827.89
1759,162048.06
1760,177456.36
1761,123689.69
1762,209322.84
1763,145169.7
1764,121487.375
1765,165857.03
1766,165072.64
1767,201153.19
1768,157579.53
1769,172160.83
1770,157311.16
1771,134356.92
1772,152301.19
1773,148965.52
1774,153824.56
1775,111339.586
1776,132667.8
1777,140753.84
1778,136199.83
1779,136274.03
1780,178252.66
1781,150724.31
1782,106355.36
1783,152839.69
1784,101448.875
1785,120369.73
1786,181705.1
1787,174675.14
1788,16417.213
1789,95608.234
1790,94376.35
1791,189239.3
1792,163534.33
1793,130869.32
1794,160604.17
1795,111183.125
1796,103325.45
1797,88814.06
1798,127255.48
1799,108840.11
1800,141888.28
1801,155396.44
1802,128870.664
1803,142636.19
1804,187502.58
1805,128499.89
1806,105601.27
1807,144130.31
1808,105780.484
1809,148692.4
1810,169940.36
1811,158970.28
1812,110513.29
1813,114554.19
1814,93193.06
1815,59308.848
1816,103392.0
1817,158806.78
1818,185803.9
1819,146274.08
1820,78953.945
1821,165595.62
1822,215947.92
1823,43436.688
1824,115995.734
1825,125198.18
1826,117486.66
1827,97794.37
1828,144864.98
1829,121981.914
1830,152150.2
1831,128315.68
1832,111609.484
1833,154119.5
1834,119481.89
1835,120390.59
1836,120524.29
1837,106384.414
1838,114992.72
1839,118320.47
1840,114253.11
1841,137603.97
1842,50394.465
1843,127168.19
1844,139674.08
1845,143865.34
1846,137068.69
1847,166784.44
1848,41984.55
1849,93318.766
1850,116428.63
1851,137952.19
1852,115364.4
1853,115132.555
1854,128838.44
1855,120389.71
1856,176037.31
1857,176853.31
1858,144844.53
1859,118035.36
1860,100329.766
1861,118035.36
1862,297642.2
1863,262481.47
1864,262481.47
1865,282579.0
1866,312128.6
1867,224602.1
1868,300794.2
1869,242130.58
1870,266693.28
1871,237075.4
1872,191039.97
1873,280094.34
1874,141997.4
1875,173027.75
1876,180065.33
1877,237326.78
1878,198613.42
1879,129800.41
1880,139375.11
1881,279847.8
1882,270968.3
1883,195701.31
1884,220276.84
1885,233358.9
1886,270315.38
1887,203581.31
1888,352620.88
1889,147117.47
1890,138282.28
1891,138357.3
1892,100867.055
1893,125346.26
1894,115282.01
1895,143970.95
1896,121336.555
1897,90793.42
1898,106320.16
1899,150090.28
1900,158844.53
1901,154700.02
1902,160040.2
1903,197013.45
1904,114321.12
1905,139287.81
1906,167214.17
1907,197060.3
1908,108846.48
1909,134124.88
1910,123650.5
1911,232131.12
1912,265746.22
1913,129740.03
1914,77854.67
1915,312574.72
1916,72096.92
1917,252387.83
1918,131072.3
1919,154921.2
1920,133483.22
1921,447286.3
1922,288488.25
1923,228088.61
1924,202245.75
1925,215823.47
1926,408247.94
1927,145473.0
1928,170535.67
1929,124078.47
1930,144882.23
1931,137574.77
1932,156738.86
1933,273411.9
1934,179045.02
1935,165509.73
1936,182712.44
1937,171996.47
1938,184607.89
1939,254491.2
1940,166631.55
1941,170330.66
1942,167951.17
1943,160326.23
1944,339834.62
1945,429239.72
1946,138667.69
1947,364017.6
1948,168378.53
1949,241691.81
1950,171690.48
1951,246916.48
1952,221146.45
1953,189471.5
1954,196223.9
1955,131354.02
1956,252162.06
1957,151903.45
1958,307265.25
1959,154153.61
1960,125392.95
1961,117546.05
1962,85426.08
1963,105665.91
1964,121798.59
1965,157387.67
1966,132346.45
1967,279820.56
1968,515072.8
1969,431216.3
1970,494830.0
1971,443340.06
1972,410895.94
1973,276086.8
1974,283471.8
1975,475738.44
1976,269668.44
1977,401058.0
1978,405586.62
1979,267068.88
1980,210108.94
1981,327270.47
1982,242547.53
1983,203821.86
1984,168413.47
1985,230296.52
1986,240777.4
1987,149595.39
1988,192851.16
1989,178934.75
1990,234711.58
1991,254464.45
1992,209953.72
1993,179218.64
1994,236271.84
1995,187468.78
1996,241350.03
1997,331027.75
1998,361204.4
1999,244643.2
2000,293673.5
2001,260621.55
2002,266776.88
2003,236560.53
2004,299590.3
2005,235172.33
2006,229563.81
2007,245309.77
2008,240615.9
2009,188210.03
2010,184990.39
2011,128162.57
2012,204292.25
2013,196512.1
2014,187340.69
2015,212527.62
2016,200579.67
2017,186616.42
2018,110541.73
2019,137068.4
2020,117318.12
2021,107470.3
2022,163812.42
2023,140634.67
2024,267221.6
2025,377612.7
2026,174191.47
2027,153363.16
2028,146521.11
2029,149859.89
2030,267611.84
2031,243381.77
2032,249947.77
2033,262556.1
2034,76229.81
2035,196085.64
2036,188052.33
2037,210801.16
2038,262762.44
2039,195897.19
2040,232698.81
2041,281917.94
2042,212234.86
2043,168233.61
2044,152637.47
2045,186042.86
2046,147138.73
2047,146803.55
2048,133557.14
2049,138155.84
2050,180673.0
2051,108753.3
2052,140229.5
2053,138005.23
2054,76964.11
2055,236597.73
2056,148791.06
2057,118014.31
2058,232284.33
2059,152035.62
2060,206990.6
2061,149444.77
2062,127117.375
2063,121252.07
2064,178080.64
2065,106578.25
2066,168433.89
2067,119433.19
2068,113937.71
2069,92329.27
2070,118187.49
2071,93806.875
2072,127625.63
2073,130601.125
2074,180898.77
2075,128617.586
2076,124438.195
2077,160806.95
2078,130492.75
2079,118800.65
2080,127192.195
2081,108123.53
2082,118961.39
2083,162672.23
2084,126427.375
2085,133371.08
2086,116738.44
2087,123540.81
2088,129004.02
2089,65244.95
2090,141073.9
2091,167548.84
2092,156888.36
2093,158963.83
2094,59131.723
2095,162162.33
2096,68367.33
2097,97679.87
2098,134948.95
2099,61085.58
2100,133163.48
2101,118303.41
2102,154217.8
2103,94527.18
2104,173382.77
2105,167599.64
2106,79700.5
2107,159016.36
2108,113539.734
2109,117242.25
2110,103047.06
2111,147736.75
2112,147022.45
2113,95024.164
2114,103370.68
2115,166481.0
2116,104066.58
2117,177151.47
2118,120121.48
2119,101675.414
2120,108958.016
2121,105660.77
2122,107789.98
2123,66094.7
2124,205723.69
2125,134450.69
2126,146420.53
2127,157738.67
2128,165259.03
2129,106903.375
2130,165059.94
2131,132166.55
2132,94719.93
2133,130211.67
2134,112131.18
2135,91766.89
2136,66194.14
2137,70799.26
2138,129646.4
2139,140639.23
2140,156260.06
2141,164125.5
2142,116496.04
2143,124023.48
2144,174223.84
2145,124735.945
2146,112605.75
2147,145492.66
2148,128248.44
2149,175212.9
2150,200433.86
2151,117189.16
2152,139675.66
2153,182502.84
2154,125638.41
2155,151264.67
2156,301361.72
2157,239442.33
2158,221442.06
2159,229943.03
2160,172508.84
2161,225806.47
2162,422023.0
2163,298737.25
2164,243027.83
2165,150193.48
2166,132056.02
2167,208136.03
2168,210047.62
2169,205234.5
2170,256988.06
2171,117653.09
2172,128952.25
2173,167994.1
2174,230239.66
2175,270200.6
2176,331567.03
2177,285832.6
2178,208957.17
2179,138652.34
2180,319958.88
2181,198549.88
2182,222900.27
2183,192845.62
2184,126515.05
2185,116939.37
2186,142596.66
2187,138617.6
2188,151194.52
2189,168719.38
2190,78304.16
2191,76935.38
2192,104394.58
2193,130996.75
2194,104715.12
2195,133393.28
2196,114833.22
2197,101240.24
2198,141426.16
2199,171309.48
2200,167813.0
2201,155324.53
2202,215701.31
2203,156940.89
2204,229098.61
2205,118835.2
2206,136016.3
2207,188844.95
2208,219167.38
2209,189809.5
2210,115278.57
2211,107156.53
2212,114193.34
2213,121944.73
2214,187195.16
2215,118944.64
2216,126593.84
2217,66233.94
2218,82191.61
2219,34637.63
2220,78663.88
2221,312574.72
2222,281313.88
2223,313765.72
2224,233899.38
2225,138918.55
2226,171111.27
2227,186830.27
2228,264442.12
2229,298564.1
2230,171803.17
2231,253049.8
2232,150987.56
2233,171210.73
2234,235251.42
2235,254368.27
2236,264169.34
2237,372175.94
2238,223059.03
2239,69251.03
2240,169257.1
2241,96757.63
2242,123172.125
2243,124381.03
2244,108644.625
2245,102816.805
2246,139816.92
2247,121773.62
2248,133191.34
2249,117226.195
2250,144151.98
2251,119069.82
2252,147788.33
2253,147033.2
2254,176656.3
2255,185468.84
2256,183321.25
2257,214626.97
2258,170384.88
2259,169731.12
2260,144516.86
2261,167939.72
2262,193700.69
2263,328782.38
2264,434683.62
2265,209932.94
2266,323797.97
2267,344133.3
2268,351494.72
2269,148923.72
2270,201345.83
2271,200114.75
2272,211121.48
2273,192820.0
2274,204223.89
2275,163586.72
2276,181717.1
2277,170338.62
2278,151365.67
2279,109131.33
2280,141450.0
2281,188941.86
2282,226937.3
2283,100557.43
2284,86171.945
2285,106995.99
2286,118256.65
2287,337521.78
2288,276262.66
2289,397202.16
2290,378915.75
2291,315782.28
2292,452828.5
2293,521953.9
2294,437871.0
2295,488010.4
2296,328087.66
2297,319751.5
2298,364480.0
2299,344414.56
2300,330874.47
2301,329165.03
2302,258657.88
2303,218986.44
2304,264328.66
2305,196728.0
2306,204188.5
2307,225310.06
2308,215445.34
2309,280993.12
2310,208128.39
2311,194172.14
2312,198961.78
2313,203624.47
2314,179087.73
2315,180780.92
2316,207760.58
2317,221355.55
2318,191845.47
2319,187006.83
2320,176503.17
2321,248164.05
2322,156914.84
2323,192182.11
2324,157049.95
2325,186959.89
2326,139546.64
2327,204218.5
2328,251212.27
2329,187750.03
2330,190309.73
2331,373466.06
2332,414432.06
2333,309628.22
2334,283274.88
2335,246297.25
2336,311984.53
2337,203623.2
2338,273490.72
2339,200745.5
2340,362401.22
2341,216896.25
2342,236945.7
2343,225624.36
2344,236919.27
2345,230132.55
2346,224408.03
2347,204798.94
2348,220754.92
2349,199505.58
2350,343339.97
2351,270908.53
2352,266882.28
2353,305384.03
2354,58761.473
2355,84909.63
2356,157666.97
2357,180992.27
2358,234992.75
2359,129370.086
2360,117252.05
2361,154016.86
2362,236392.48
2363,137669.69
2364,140788.92
2365,220211.42
2366,156171.52
2367,227656.77
2368,229807.94
2369,241409.5
2370,123704.59
2371,170324.17
2372,192686.06
2373,280771.47
2374,305022.38
2375,190231.14
2376,225395.73
2377,459628.72
2378,143007.36
2379,206964.25
2380,138517.42
2381,165564.31
2382,188227.27
2383,184610.33
2384,238002.53
2385,139739.73
2386,135421.48
2387,131532.84
2388,83238.836
2389,127479.414
2390,170317.84
2391,154327.78
2392,123165.43
2393,176380.34
2394,146566.33
2395,209010.83
2396,120378.69
2397,207180.22
2398,158873.53
2399,42005.215
2400,53392.484
2401,118763.84
2402,124825.75
2403,103011.37
2404,148827.53
2405,159157.67
2406,150535.39
2407,140613.84
2408,141597.9
2409,142209.0
2410,156296.67
2411,122005.195
2412,159916.77
2413,150204.02
2414,139230.06
2415,139726.53
2416,129437.984
2417,163407.23
2418,112499.43
2419,143941.61
2420,120181.62
2421,153827.66
2422,119093.57
2423,154793.94
2424,133471.2
2425,500973.94
2426,132440.81
2427,164554.73
2428,139057.52
2429,123735.78
2430,132901.05
2431,95744.73
2432,140624.98
2433,165054.36
2434,152756.48
2435,154354.34
2436,93038.87
2437,102418.35
2438,126908.9
2439,122176.47
2440,113893.38
2441,123029.805
2442,101222.086
2443,112884.97
2444,128439.77
2445,70810.35
2446,163980.3
2447,175471.45
2448,143161.22
2449,91667.17
2450,158177.64
2451,143890.02
2452,212885.3
2453,97088.99
2454,113204.516
2455,109502.79
2456,151636.75
2457,131873.16
2458,157482.8
2459,96384.086
2460,106619.89
2461,120915.47
2462,148920.56
2463,120491.09
2464,213430.72
2465,162776.36
2466,125066.195
2467,96667.43
2468,60207.89
2469,64972.758
2470,162007.31
2471,182134.73
2472,198379.31
2473,116418.78
2474,167792.05
2475,227696.42
2476,92977.28
2477,134660.14
2478,140456.34
2479,126717.73
2480,140801.88
2481,131552.02
2482,132218.89
2483,112521.07
2484,139990.06
2485,127649.11
2486,174896.62
2487,224150.55
2488,132695.38
2489,161976.28
2490,132394.75
2491,106268.914
2492,176820.16
2493,149836.34
2494,149536.58
2495,58845.453
2496,180999.33
2497,157156.7
2498,127055.17
2499,74699.734
2500,118999.55
2501,153909.83
2502,152978.67
2503,81930.7
2504,104014.38
2505,215842.83
2506,236729.78
2507,302874.3
2508,236081.66
2509,230184.83
2510,196897.23
2511,165913.77
2512,212014.98
2513,210584.3
2514,190814.31
2515,151053.1
2516,157191.23
2517,135561.67
2518,142928.12
2519,244930.3
2520,206732.69
2521,194306.89
2522,236092.86
2523,127998.266
2524,149168.17
2525,149388.9
2526,135239.42
2527,124761.375
2528,128335.2
2529,138508.64
2530,135060.36
2531,223503.27
2532,243536.72
2533,190818.36
2534,195996.89
2535,329774.22
2536,245775.48
2537,223607.61
2538,193847.28
2539,189430.97
2540,193247.12
2541,175183.25
2542,202698.98
2543,117768.94
2544,114292.37
2545,127409.64
2546,142691.36
2547,158650.5
2548,144542.38
2549,134916.75
2550,352979.1
2551,139282.88
2552,107044.32
2553,64955.297
2554,117680.22
2555,117312.96
2556,131094.88
2557,93099.945
2558,106364.67
2559,154099.52
2560,172670.86
2561,154309.11
2562,154494.38
2563,175921.31
2564,212395.1
2565,150039.62
2566,202738.22
2567,122483.18
2568,200193.5
2569,165900.48
2570,108956.266
2571,186652.16
2572,124413.914
2573,195840.77
2574,259359.9
2575,114763.3
2576,155112.02
2577,171147.67
2578,79735.35
2579,80789.92
2580,124458.49
2581,140883.03
2582,112936.48
2583,249305.9
2584,164429.06
2585,210924.28
2586,188505.73
2587,162922.92
2588,144492.56
2589,146080.84
2590,211767.8
2591,196771.0
2592,201344.22
2593,240694.62
2594,176196.03
2595,201851.17
2596,373276.4
2597,189033.64
2598,256431.55
2599,298493.53
2600,96545.766
2601,131206.52
2602,55532.42
2603,84385.01
2604,92893.4
2605,80155.164
2606,162374.98
2607,177179.94
2608,188042.02
2609,196301.38
2610,103134.586
2611,127945.55
2612,147247.84
2613,138403.55
2614,109549.9
2615,156395.95
2616,137073.12
2617,150835.45
2618,185818.17
2619,190169.67
2620,197170.73
2621,167180.47
2622,196136.86
2623,262808.66
2624,324601.78
2625,318994.56
2626,197965.42
2627,162608.02
2628,427809.44
2629,627155.44
2630,366008.38
2631,455677.2
2632,446964.3
2633,351546.2
2634,452722.16
2635,145654.23
2636,191278.62
2637,145709.69
2638,253252.23
2639,183551.55
2640,148983.17
2641,112298.45
2642,222928.53
2643,104493.74
2644,111072.17
2645,101249.305
2646,97767.9
2647,106590.69
2648,142158.3
2649,142885.89
2650,122605.86
2651,159428.72
2652,438769.44
2653,245241.5
2654,269667.1
2655,441940.53
2656,305211.0
2657,343608.56
2658,271593.62
2659,291735.12
2660,360877.22
2661,319488.47
2662,405995.5
2663,269884.44
2664,258989.61
2665,353812.0
2666,303816.7
2667,166610.42
2668,182931.81
2669,179667.58
2670,315800.4
2671,185131.72
2672,180641.31
2673,230586.12
2674,246855.92
2675,153612.61
2676,195252.45
2677,163787.97
2678,287947.97
2679,297187.34
2680,263849.94
2681,399765.1
2682,324918.84
2683,457260.9
2684,275045.2
2685,315466.12
2686,199692.19
2687,373127.34
2688,174159.42
2689,169244.42
2690,430925.22
2691,191250.75
2692,81826.7
2693,162750.4
2694,71504.6
2695,146654.61
2696,189568.64
2697,140836.23
2698,206508.84
2699,149936.47
2700,144678.81
2701,159056.33
2702,118107.71
2703,134130.4
2704,134233.42
2705,123072.3
2706,132156.48
2707,124715.914
2708,127114.555
2709,124141.28
2710,133617.33
2711,325983.72
2712,457428.0
2713,164186.94
2714,148168.7
2715,209592.98
2716,123723.484
2717,171841.33
2718,219389.4
2719,165591.33
2720,169713.97
2721,134754.6
2722,164488.44
2723,130669.17
2724,138872.58
2725,127752.63
2726,154795.28
2727,161213.28
2728,190813.73
2729,155554.64
2730,142146.48
2731,120017.85
2732,147041.39
2733,148155.98
2734,106341.24
2735,134149.16
2736,141607.7
2737,118496.78
2738,143672.75
2739,179508.42
2740,145527.58
2741,165253.62
2742,126766.19
2743,121030.25
2744,165596.8
2745,152000.92
2746,141929.12
2747,144842.94
2748,101242.21
2749,134675.98
2750,128855.75
2751,118695.33
2752,77293.65
2753,128562.945
2754,265889.78
2755,121693.71
2756,95506.21
2757,79732.875
2758,100405.31
2759,175429.3
2760,176499.64
2761,136744.67
2762,140951.7
2763,179849.47
2764,127471.01
2765,291883.1
2766,163049.45
2767,109506.02
2768,159180.77
2769,136834.03
2770,136260.31
2771,114157.984
2772,110793.77
2773,197424.86
2774,128807.69
2775,121803.58
2776,153632.4
2777,174441.81
2778,94333.95
2779,132232.8
2780,76492.5
2781,82258.195
2782,98238.695
2783,122544.35
2784,104928.53
2785,102940.555
2786,85736.41
2787,130606.38
2788,61247.84
2789,147089.53
2790,117310.75
2791,129545.836
2792,55575.03
2793,147882.48
2794,110410.17
2795,101366.016
2796,101275.89
2797,231053.23
2798,129860.08
2799,115723.11
2800,65737.945
2801,109471.6
2802,146347.92
2803,176793.11
2804,136173.27
2805,87551.67
2806,85714.54
2807,120930.06
2808,137915.02
2809,145553.6
2810,132704.78
2811,174937.92
2812,157573.33
2813,183785.4
2814,168491.27
2815,102020.37
2816,215555.03
2817,128222.29
2818,143706.28
2819,191341.42
2820,140227.77
2821,63535.832
2822,67477.49
2823,472411.25
2824,233096.5
2825,155636.69
2826,141635.81
2827,100090.36
2828,192587.7
2829,231579.66
2830,227238.89
2831,169095.45
2832,221177.14
2833,269134.1
2834,208500.52
2835,202757.38
2836,187616.5
2837,165923.86
2838,164111.75
2839,200589.81
2840,190241.55
2841,211403.56
2842,249757.52
2843,158023.52
2844,110440.055
2845,125686.92
2846,214593.72
2847,209355.61
2848,212840.9
2849,206225.23
2850,259143.58
2851,245493.95
2852,254740.53
2853,249542.36
2854,144805.52
2855,208114.34
2856,215898.97
2857,196633.64
2858,209668.83
2859,133574.11
2860,113678.43
2861,140821.11
2862,202068.75
2863,113954.695
2864,253013.77
2865,139076.95
2866,135801.75
2867,124668.8
2868,94049.75
2869,112236.945
2870,161840.7
2871,96496.73
2872,22154.633
2873,84893.516
2874,174568.61
2875,118411.23
2876,172022.22
2877,149500.53
2878,179449.14
2879,142117.34
2880,91138.49
2881,160007.55
2882,195042.1
2883,194899.81
2884,237952.56
2885,213299.83
2886,223650.44
2887,53073.543
2888,115085.7
2889,34415.777
2890,93078.79
2891,147773.44
2892,60658.56
2893,76922.38
2894,91781.7
2895,354233.3
2896,289230.22
2897,230134.66
2898,161577.44
2899,206312.33
2900,142563.97
2901,221453.17
2902,182161.55
2903,379221.16
2904,414829.3
2905,77839.79
2906,246977.84
2907,112040.94
2908,128533.69
2909,133640.2
2910,86243.84
2911,45329.477
2912,128065.08
2913,80205.06
2914,87816.445
2915,85856.52
2916,105906.94
2917,169663.1
2918,118364.09
2919,306927.4
