ID,Vehicles
20170709071,30.0
20170709081,34.75
20170709091,40.0
20170709101,42.5
20170709111,68.0
20170709121,60.75
20170709131,50.0
20170709141,54.75
20170709151,66.5
20170709161,64.0
20170709171,59.75
20170709181,61.25
20170709191,48.0
20170709201,59.0
20170709211,42.5
20170709221,46.75
20170709231,49.75
20170710001,45.25
20170710011,50.75
20170710021,26.5
20170710031,19.75
20170710041,24.5
20170710051,14.25
20170710061,18.5
20170710071,33.25
20170710081,27.75
20170710091,37.5
20170710101,40.0
20170710111,36.5
20170710121,51.0
20170710131,59.25
20170710141,42.0
20170710151,30.25
20170710161,51.5
20170710171,51.5
20170710181,45.25
20170710191,42.25
20170710201,30.25
20170710211,51.25
20170710221,51.5
20170710231,45.0
20170711001,47.0
20170711011,36.5
20170711021,28.25
20170711031,27.25
20170711041,25.75
20170711051,16.25
20170711061,21.0
20170711071,24.25
20170711081,29.75
20170711091,41.25
20170711101,30.0
20170711111,55.25
20170711121,62.5
20170711131,50.75
20170711141,68.25
20170711151,39.75
20170711161,46.25
20170711171,69.5
20170711181,50.0
20170711191,55.0
20170711201,64.25
20170711211,53.5
20170711221,66.25
20170711231,52.0
20170712001,38.5
20170712011,33.0
20170712021,24.25
20170712031,23.0
20170712041,22.25
20170712051,26.25
20170712061,26.75
20170712071,30.5
20170712081,47.75
20170712091,58.25
20170712101,49.25
20170712111,65.0
20170712121,88.5
20170712131,59.25
20170712141,69.0
20170712151,60.25
20170712161,70.75
20170712171,83.5
20170712181,66.25
20170712191,67.75
20170712201,64.75
20170712211,52.25
20170712221,43.5
20170712231,55.5
20170713001,59.0
20170713011,38.75
20170713021,42.75
20170713031,37.5
20170713041,22.75
20170713051,21.75
20170713061,25.0
20170713071,31.5
20170713081,38.0
20170713091,57.25
20170713101,65.0
20170713111,69.75
20170713121,69.5
20170713131,77.0
20170713141,61.25
20170713151,81.75
20170713161,93.75
20170713171,58.25
20170713181,100.75
20170713191,78.75
20170713201,88.0
20170713211,76.0
20170713221,55.25
20170713231,53.75
20170714001,61.0
20170714011,36.25
20170714021,40.5
20170714031,34.0
20170714041,20.75
20170714051,36.25
20170714061,26.75
20170714071,30.25
20170714081,33.0
20170714091,50.5
20170714101,69.0
20170714111,84.5
20170714121,86.5
20170714131,71.0
20170714141,76.25
20170714151,64.5
20170714161,59.0
20170714171,79.5
20170714181,81.5
20170714191,64.0
20170714201,81.0
20170714211,71.0
20170714221,57.75
20170714231,56.5
20170715001,62.25
20170715011,46.0
20170715021,52.25
20170715031,27.75
20170715041,31.5
20170715051,29.0
20170715061,27.25
20170715071,37.0
20170715081,24.5
20170715091,58.0
20170715101,75.5
20170715111,90.75
20170715121,56.5
20170715131,73.5
20170715141,77.0
20170715151,78.25
20170715161,59.25
20170715171,46.75
20170715181,56.0
20170715191,88.5
20170715201,79.0
20170715211,40.75
20170715221,50.0
20170715231,45.0
20170716001,58.75
20170716011,48.5
20170716021,40.5
20170716031,35.75
20170716041,29.0
20170716051,33.5
20170716061,33.25
20170716071,39.25
20170716081,27.25
20170716091,51.75
20170716101,59.5
20170716111,62.5
20170716121,72.0
20170716131,50.75
20170716141,47.5
20170716151,53.5
20170716161,59.5
20170716171,69.0
20170716181,59.5
20170716191,62.5
20170716201,58.0
20170716211,51.0
20170716221,51.5
20170716231,43.75
20170717001,48.75
20170717011,50.5
20170717021,34.5
20170717031,21.75
20170717041,23.25
20170717051,19.0
20170717061,17.5
20170717071,36.0
20170717081,23.25
20170717091,21.5
20170717101,55.25
20170717111,46.5
20170717121,49.75
20170717131,30.75
20170717141,36.5
20170717151,32.25
20170717161,43.75
20170717171,57.5
20170717181,38.25
20170717191,48.25
20170717201,48.5
20170717211,51.0
20170717221,33.5
20170717231,45.25
20170718001,47.25
20170718011,45.5
20170718021,28.75
20170718031,22.5
20170718041,22.75
20170718051,21.0
20170718061,16.25
20170718071,34.0
20170718081,34.25
20170718091,34.5
20170718101,43.5
20170718111,60.75
20170718121,47.0
20170718131,48.5
20170718141,48.0
20170718151,52.0
20170718161,50.75
20170718171,47.0
20170718181,46.5
20170718191,55.25
20170718201,48.75
20170718211,41.0
20170718221,54.75
20170718231,44.0
20170719001,43.5
20170719011,36.25
20170719021,29.5
20170719031,25.75
20170719041,23.0
20170719051,29.5
20170719061,32.25
20170719071,36.25
20170719081,40.75
20170719091,60.0
20170719101,56.75
20170719111,90.0
20170719121,84.75
20170719131,58.75
20170719141,68.25
20170719151,65.25
20170719161,81.25
20170719171,68.5
20170719181,78.25
20170719191,74.75
20170719201,75.0
20170719211,78.75
20170719221,49.0
20170719231,58.25
20170720001,47.75
20170720011,49.5
20170720021,45.75
20170720031,43.75
20170720041,33.5
20170720051,29.25
20170720061,36.0
20170720071,39.25
20170720081,41.5
20170720091,59.0
20170720101,75.75
20170720111,63.5
20170720121,88.75
20170720131,55.5
20170720141,67.25
20170720151,67.25
20170720161,60.75
20170720171,75.0
20170720181,74.75
20170720191,63.5
20170720201,71.5
20170720211,74.5
20170720221,53.25
20170720231,72.25
20170721001,53.25
20170721011,58.5
20170721021,48.0
20170721031,37.0
20170721041,31.5
20170721051,30.75
20170721061,32.25
20170721071,43.25
20170721081,33.0
20170721091,49.0
20170721101,53.0
20170721111,86.5
20170721121,69.75
20170721131,82.75
20170721141,83.25
20170721151,82.75
20170721161,58.25
20170721171,92.5
20170721181,96.5
20170721191,70.25
20170721201,70.0
20170721211,51.5
20170721221,57.75
20170721231,83.0
20170722001,54.25
20170722011,39.25
20170722021,31.0
20170722031,36.75
20170722041,32.75
20170722051,21.0
20170722061,24.5
20170722071,34.5
20170722081,55.0
20170722091,44.5
20170722101,82.5
20170722111,74.25
20170722121,92.75
20170722131,90.25
20170722141,57.75
20170722151,60.0
20170722161,57.25
20170722171,79.75
20170722181,74.0
20170722191,82.75
20170722201,68.0
20170722211,53.75
20170722221,39.5
20170722231,68.0
20170723001,56.0
20170723011,42.75
20170723021,42.0
20170723031,45.0
20170723041,31.25
20170723051,34.5
20170723061,31.75
20170723071,37.25
20170723081,49.5
20170723091,52.25
20170723101,72.0
20170723111,76.0
20170723121,76.5
20170723131,70.0
20170723141,50.75
20170723151,50.5
20170723161,54.5
20170723171,53.5
20170723181,47.25
20170723191,76.5
20170723201,68.5
20170723211,52.75
20170723221,52.25
20170723231,59.25
20170724001,43.0
20170724011,42.25
20170724021,29.75
20170724031,16.0
20170724041,24.75
20170724051,16.0
20170724061,23.75
20170724071,19.75
20170724081,35.75
20170724091,31.25
20170724101,56.25
20170724111,58.25
20170724121,49.5
20170724131,45.5
20170724141,51.75
20170724151,35.5
20170724161,40.75
20170724171,51.75
20170724181,52.25
20170724191,54.0
20170724201,48.5
20170724211,33.0
20170724221,55.5
20170724231,49.75
20170725001,32.75
20170725011,34.75
20170725021,22.75
20170725031,22.75
20170725041,19.25
20170725051,16.25
20170725061,31.5
20170725071,30.0
20170725081,43.5
20170725091,33.25
20170725101,38.5
20170725111,56.0
20170725121,61.75
20170725131,63.25
20170725141,57.25
20170725151,65.25
20170725161,46.75
20170725171,48.0
20170725181,61.25
20170725191,70.75
20170725201,64.25
20170725211,51.25
20170725221,50.0
20170725231,55.5
20170726001,48.25
20170726011,46.5
20170726021,31.75
20170726031,33.0
20170726041,21.5
20170726051,23.5
20170726061,31.25
20170726071,34.25
20170726081,31.25
20170726091,40.0
20170726101,56.0
20170726111,70.0
20170726121,61.5
20170726131,71.25
20170726141,76.25
20170726151,54.5
20170726161,58.75
20170726171,73.25
20170726181,76.0
20170726191,86.5
20170726201,86.0
20170726211,81.0
20170726221,72.75
20170726231,52.25
20170727001,68.0
20170727011,45.25
20170727021,47.0
20170727031,28.0
20170727041,29.75
20170727051,29.75
20170727061,32.25
20170727071,33.5
20170727081,37.5
20170727091,51.0
20170727101,86.25
20170727111,91.0
20170727121,88.0
20170727131,73.5
20170727141,64.5
20170727151,85.5
20170727161,84.25
20170727171,101.5
20170727181,70.0
20170727191,90.75
20170727201,63.25
20170727211,54.25
20170727221,87.5
20170727231,69.0
20170728001,66.75
20170728011,66.0
20170728021,34.0
20170728031,31.75
20170728041,24.0
20170728051,37.25
20170728061,28.75
20170728071,34.75
20170728081,32.75
20170728091,54.5
20170728101,78.75
20170728111,67.0
20170728121,87.75
20170728131,65.75
20170728141,84.25
20170728151,80.75
20170728161,81.25
20170728171,52.25
20170728181,71.0
20170728191,76.75
20170728201,69.25
20170728211,56.75
20170728221,62.75
20170728231,65.0
20170729001,47.0
20170729011,52.5
20170729021,51.0
20170729031,34.0
20170729041,38.75
20170729051,31.25
20170729061,32.5
20170729071,32.25
20170729081,35.25
20170729091,44.75
20170729101,69.0
20170729111,77.75
20170729121,81.25
20170729131,92.5
20170729141,66.0
20170729151,62.75
20170729161,56.0
20170729171,79.0
20170729181,74.5
20170729191,96.25
20170729201,89.75
20170729211,87.75
20170729221,64.75
20170729231,49.75
20170730001,53.25
20170730011,53.25
20170730021,41.25
20170730031,26.75
20170730041,32.25
20170730051,35.75
20170730061,34.5
20170730071,35.75
20170730081,34.75
20170730091,39.5
20170730101,64.75
20170730111,55.0
20170730121,79.0
20170730131,66.25
20170730141,52.5
20170730151,68.25
20170730161,51.0
20170730171,60.0
20170730181,67.0
20170730191,58.0
20170730201,67.25
20170730211,68.0
20170730221,58.0
20170730231,55.25
20170731001,27.5
20170731011,35.0
20170731021,20.0
20170731031,17.25
20170731041,21.75
20170731051,20.5
20170731061,23.0
20170731071,25.0
20170731081,18.75
20170731091,37.25
20170731101,45.0
20170731111,43.25
20170731121,61.0
20170731131,47.75
20170731141,49.75
20170731151,58.75
20170731161,42.75
20170731171,41.25
20170731181,46.25
20170731191,56.0
20170731201,41.25
20170731211,59.0
20170731221,57.0
20170731231,36.75
20170801001,30.75
20170801011,35.0
20170801021,27.25
20170801031,25.25
20170801041,20.5
20170801051,17.5
20170801061,23.5
20170801071,21.75
20170801081,26.75
20170801091,35.25
20170801101,36.75
20170801111,61.25
20170801121,55.75
20170801131,51.25
20170801141,50.0
20170801151,60.0
20170801161,52.0
20170801171,58.75
20170801181,58.75
20170801191,48.5
20170801201,49.5
20170801211,47.5
20170801221,41.5
20170801231,40.5
20170802001,41.75
20170802011,33.75
20170802021,27.75
20170802031,31.5
20170802041,24.5
20170802051,17.25
20170802061,25.0
20170802071,31.5
20170802081,26.0
20170802091,26.75
20170802101,48.5
20170802111,63.25
20170802121,63.5
20170802131,48.75
20170802141,51.25
20170802151,53.0
20170802161,47.5
20170802171,42.25
20170802181,51.0
20170802191,56.25
20170802201,44.75
20170802211,53.0
20170802221,46.0
20170802231,40.0
20170803001,33.5
20170803011,40.5
20170803021,28.25
20170803031,19.5
20170803041,21.5
20170803051,21.5
20170803061,23.0
20170803071,23.25
20170803081,32.0
20170803091,34.5
20170803101,36.75
20170803111,59.5
20170803121,57.0
20170803131,38.5
20170803141,42.75
20170803151,63.0
20170803161,62.5
20170803171,52.5
20170803181,63.75
20170803191,46.0
20170803201,53.25
20170803211,51.0
20170803221,46.5
20170803231,40.0
20170804001,39.75
20170804011,31.75
20170804021,24.5
20170804031,23.0
20170804041,21.5
20170804051,21.75
20170804061,20.75
20170804071,29.25
20170804081,29.25
20170804091,30.25
20170804101,34.25
20170804111,57.0
20170804121,58.25
20170804131,51.5
20170804141,46.5
20170804151,44.25
20170804161,49.75
20170804171,51.5
20170804181,54.5
20170804191,56.5
20170804201,55.0
20170804211,45.5
20170804221,37.75
20170804231,46.75
20170805001,37.25
20170805011,36.25
20170805021,21.25
20170805031,19.25
20170805041,20.75
20170805051,15.75
20170805061,19.75
20170805071,22.75
20170805081,31.0
20170805091,33.75
20170805101,30.75
20170805111,38.5
20170805121,34.75
20170805131,51.75
20170805141,48.25
20170805151,38.5
20170805161,45.25
20170805171,45.75
20170805181,38.0
20170805191,37.0
20170805201,39.75
20170805211,44.5
20170805221,48.75
20170805231,44.25
20170806001,26.25
20170806011,27.75
20170806021,19.5
20170806031,22.25
20170806041,19.25
20170806051,13.75
20170806061,13.0
20170806071,23.75
20170806081,20.5
20170806091,31.5
20170806101,27.75
20170806111,41.0
20170806121,39.25
20170806131,41.0
20170806141,26.5
20170806151,41.0
20170806161,40.0
20170806171,36.25
20170806181,38.25
20170806191,50.25
20170806201,48.5
20170806211,41.5
20170806221,31.75
20170806231,39.75
20170807001,32.25
20170807011,22.5
20170807021,25.5
20170807031,20.0
20170807041,16.75
20170807051,17.0
20170807061,17.0
20170807071,22.5
20170807081,20.25
20170807091,29.25
20170807101,30.0
20170807111,49.0
20170807121,31.5
20170807131,38.25
20170807141,32.25
20170807151,36.0
20170807161,35.25
20170807171,42.25
20170807181,54.25
20170807191,42.0
20170807201,33.5
20170807211,41.5
20170807221,37.75
20170807231,34.75
20170808001,36.75
20170808011,30.5
20170808021,23.0
20170808031,23.75
20170808041,20.25
20170808051,16.0
20170808061,19.25
20170808071,23.0
20170808081,28.0
20170808091,37.75
20170808101,33.75
20170808111,44.0
20170808121,50.5
20170808131,57.5
20170808141,60.0
20170808151,53.25
20170808161,53.75
20170808171,44.25
20170808181,53.25
20170808191,49.25
20170808201,45.5
20170808211,42.0
20170808221,53.0
20170808231,46.75
20170809001,38.5
20170809011,39.25
20170809021,26.0
20170809031,26.75
20170809041,18.75
20170809051,18.75
20170809061,21.25
20170809071,25.0
20170809081,28.75
20170809091,38.25
20170809101,41.0
20170809111,60.75
20170809121,49.75
20170809131,56.0
20170809141,39.25
20170809151,49.75
20170809161,56.0
20170809171,53.5
20170809181,53.0
20170809191,58.5
20170809201,54.0
20170809211,50.25
20170809221,40.5
20170809231,42.0
20170810001,43.5
20170810011,39.75
20170810021,33.0
20170810031,24.5
20170810041,20.0
20170810051,21.0
20170810061,26.25
20170810071,22.75
20170810081,32.0
20170810091,36.25
20170810101,48.0
20170810111,46.75
20170810121,55.75
20170810131,44.0
20170810141,38.5
20170810151,55.25
20170810161,50.25
20170810171,46.5
20170810181,43.25
20170810191,43.75
20170810201,58.25
20170810211,35.75
20170810221,45.0
20170810231,43.0
20170811001,34.0
20170811011,35.25
20170811021,26.0
20170811031,21.25
20170811041,18.25
20170811051,17.0
20170811061,18.25
20170811071,27.0
20170811081,30.75
20170811091,28.75
20170811101,50.0
20170811111,65.5
20170811121,42.5
20170811131,54.5
20170811141,51.0
20170811151,57.25
20170811161,53.75
20170811171,47.75
20170811181,54.75
20170811191,61.75
20170811201,56.75
20170811211,45.0
20170811221,44.25
20170811231,40.75
20170812001,32.5
20170812011,35.75
20170812021,31.75
20170812031,21.5
20170812041,21.5
20170812051,20.0
20170812061,23.0
20170812071,24.5
20170812081,33.25
20170812091,42.0
20170812101,40.5
20170812111,46.0
20170812121,62.25
20170812131,56.5
20170812141,56.25
20170812151,44.25
20170812161,55.5
20170812171,54.75
20170812181,48.0
20170812191,59.75
20170812201,55.75
20170812211,52.25
20170812221,52.25
20170812231,38.5
20170813001,46.5
20170813011,27.5
20170813021,29.5
20170813031,29.0
20170813041,17.25
20170813051,17.75
20170813061,20.5
20170813071,24.75
20170813081,24.5
20170813091,26.75
20170813101,48.75
20170813111,48.0
20170813121,37.75
20170813131,46.0
20170813141,30.75
20170813151,43.75
20170813161,29.25
20170813171,29.25
20170813181,37.0
20170813191,48.25
20170813201,41.0
20170813211,45.25
20170813221,49.25
20170813231,37.5
20170814001,32.75
20170814011,28.25
20170814021,23.75
20170814031,22.5
20170814041,18.5
20170814051,17.5
20170814061,19.75
20170814071,22.0
20170814081,20.5
20170814091,24.75
20170814101,35.25
20170814111,26.5
20170814121,40.75
20170814131,28.75
20170814141,44.25
20170814151,26.75
20170814161,31.5
20170814171,39.25
20170814181,37.0
20170814191,38.75
20170814201,46.75
20170814211,40.25
20170814221,27.75
20170814231,46.75
20170815001,42.75
20170815011,26.25
20170815021,32.75
20170815031,22.0
20170815041,18.5
20170815051,17.0
20170815061,22.5
20170815071,27.75
20170815081,26.5
20170815091,32.5
20170815101,40.25
20170815111,40.5
20170815121,34.5
20170815131,47.75
20170815141,40.5
20170815151,41.0
20170815161,37.25
20170815171,45.5
20170815181,49.25
20170815191,51.25
20170815201,49.0
20170815211,41.0
20170815221,46.25
20170815231,44.75
20170816001,38.5
20170816011,34.0
20170816021,32.0
20170816031,26.25
20170816041,18.25
20170816051,20.5
20170816061,23.0
20170816071,24.25
20170816081,28.0
20170816091,37.25
20170816101,40.25
20170816111,41.75
20170816121,55.25
20170816131,47.25
20170816141,46.0
20170816151,41.75
20170816161,54.25
20170816171,40.75
20170816181,48.5
20170816191,58.25
20170816201,45.75
20170816211,45.5
20170816221,51.0
20170816231,38.25
20170817001,49.5
20170817011,32.75
20170817021,38.0
20170817031,25.5
20170817041,22.0
20170817051,22.75
20170817061,23.5
20170817071,30.5
20170817081,30.5
20170817091,37.25
20170817101,45.5
20170817111,38.25
20170817121,38.75
20170817131,41.5
20170817141,42.0
20170817151,35.75
20170817161,43.0
20170817171,53.75
20170817181,60.0
20170817191,45.75
20170817201,52.25
20170817211,52.75
20170817221,42.0
20170817231,38.25
20170818001,43.25
20170818011,36.25
20170818021,27.25
20170818031,23.25
20170818041,19.75
20170818051,17.75
20170818061,20.5
20170818071,25.5
20170818081,33.25
20170818091,33.25
20170818101,36.5
20170818111,51.0
20170818121,57.0
20170818131,51.0
20170818141,42.5
20170818151,39.5
20170818161,45.75
20170818171,50.25
20170818181,44.5
20170818191,57.75
20170818201,53.0
20170818211,41.75
20170818221,40.25
20170818231,46.75
20170819001,38.0
20170819011,40.75
20170819021,31.5
20170819031,27.75
20170819041,18.25
20170819051,18.25
20170819061,19.25
20170819071,23.75
20170819081,32.0
20170819091,40.25
20170819101,38.75
20170819111,55.5
20170819121,52.0
20170819131,46.5
20170819141,48.0
20170819151,47.25
20170819161,51.25
20170819171,44.5
20170819181,50.75
20170819191,60.75
20170819201,44.25
20170819211,51.75
20170819221,51.5
20170819231,53.0
20170820001,40.75
20170820011,35.75
20170820021,34.0
20170820031,20.0
20170820041,24.75
20170820051,15.75
20170820061,15.75
20170820071,23.5
20170820081,29.0
20170820091,38.5
20170820101,33.75
20170820111,48.5
20170820121,49.75
20170820131,44.25
20170820141,42.25
20170820151,46.0
20170820161,44.25
20170820171,26.75
20170820181,46.75
20170820191,49.75
20170820201,53.75
20170820211,48.5
20170820221,45.0
20170820231,32.75
20170821001,28.25
20170821011,22.25
20170821021,24.0
20170821031,19.25
20170821041,21.0
20170821051,15.5
20170821061,17.25
20170821071,13.25
20170821081,23.5
20170821091,22.75
20170821101,28.75
20170821111,67.0
20170821121,43.75
20170821131,47.5
20170821141,48.5
20170821151,54.75
20170821161,34.0
20170821171,35.0
20170821181,46.25
20170821191,61.25
20170821201,33.75
20170821211,51.0
20170821221,49.75
20170821231,36.5
20170822001,36.5
20170822011,27.25
20170822021,28.0
20170822031,27.25
20170822041,14.0
20170822051,19.0
20170822061,19.0
20170822071,28.0
20170822081,28.25
20170822091,34.5
20170822101,58.75
20170822111,49.25
20170822121,63.25
20170822131,46.5
20170822141,64.0
20170822151,52.75
20170822161,51.25
20170822171,53.25
20170822181,47.75
20170822191,59.5
20170822201,51.75
20170822211,57.5
20170822221,57.5
20170822231,41.5
20170823001,48.0
20170823011,35.75
20170823021,37.0
20170823031,26.5
20170823041,24.25
20170823051,21.75
20170823061,24.75
20170823071,29.0
20170823081,29.0
20170823091,40.5
20170823101,44.0
20170823111,63.5
20170823121,52.75
20170823131,64.0
20170823141,56.25
20170823151,54.5
20170823161,42.25
20170823171,60.0
20170823181,62.25
20170823191,64.0
20170823201,57.25
20170823211,45.0
20170823221,54.0
20170823231,42.5
20170824001,47.75
20170824011,40.0
20170824021,26.5
20170824031,24.75
20170824041,25.5
20170824051,18.5
20170824061,25.5
20170824071,20.75
20170824081,35.5
20170824091,43.25
20170824101,33.75
20170824111,45.25
20170824121,54.5
20170824131,61.25
20170824141,46.75
20170824151,46.75
20170824161,41.5
20170824171,55.75
20170824181,57.75
20170824191,64.25
20170824201,64.25
20170824211,58.75
20170824221,51.75
20170824231,41.0
20170825001,30.5
20170825011,25.5
20170825021,22.75
20170825031,19.75
20170825041,23.25
20170825051,23.75
20170825061,25.25
20170825071,20.75
20170825081,36.0
20170825091,35.0
20170825101,49.25
20170825111,44.75
20170825121,68.25
20170825131,58.25
20170825141,41.0
20170825151,58.5
20170825161,44.0
20170825171,53.25
20170825181,58.25
20170825191,59.0
20170825201,51.25
20170825211,44.5
20170825221,54.75
20170825231,44.25
20170826001,35.75
20170826011,34.75
20170826021,25.0
20170826031,27.75
20170826041,19.75
20170826051,23.25
20170826061,25.25
20170826071,29.25
20170826081,27.25
20170826091,39.25
20170826101,36.75
20170826111,56.5
20170826121,52.0
20170826131,47.75
20170826141,51.5
20170826151,56.5
20170826161,46.0
20170826171,38.75
20170826181,47.5
20170826191,45.5
20170826201,55.5
20170826211,40.75
20170826221,46.25
20170826231,43.25
20170827001,36.25
20170827011,39.0
20170827021,34.75
20170827031,26.0
20170827041,24.0
20170827051,13.75
20170827061,20.0
20170827071,25.75
20170827081,30.25
20170827091,30.25
20170827101,32.0
20170827111,40.75
20170827121,49.0
20170827131,46.5
20170827141,28.0
20170827151,34.0
20170827161,42.25
20170827171,35.0
20170827181,35.5
20170827191,42.5
20170827201,48.25
20170827211,37.5
20170827221,38.0
20170827231,32.75
20170828001,30.0
20170828011,31.5
20170828021,20.0
20170828031,25.0
20170828041,14.5
20170828051,18.0
20170828061,25.5
20170828071,24.5
20170828081,20.0
20170828091,26.25
20170828101,34.5
20170828111,44.75
20170828121,45.0
20170828131,48.25
20170828141,50.25
20170828151,34.0
20170828161,42.25
20170828171,32.5
20170828181,51.75
20170828191,40.5
20170828201,44.25
20170828211,43.0
20170828221,50.25
20170828231,55.25
20170829001,45.75
20170829011,30.25
20170829021,25.75
20170829031,25.0
20170829041,17.75
20170829051,25.0
20170829061,22.75
20170829071,23.75
20170829081,34.75
20170829091,30.25
20170829101,55.5
20170829111,71.25
20170829121,66.75
20170829131,51.75
20170829141,50.75
20170829151,51.5
20170829161,48.5
20170829171,50.5
20170829181,53.5
20170829191,49.25
20170829201,62.5
20170829211,48.0
20170829221,54.25
20170829231,43.5
20170830001,48.5
20170830011,41.0
20170830021,36.5
20170830031,28.25
20170830041,27.25
20170830051,24.75
20170830061,28.0
20170830071,30.5
20170830081,35.0
20170830091,27.0
20170830101,38.75
20170830111,57.5
20170830121,47.5
20170830131,61.5
20170830141,50.75
20170830151,52.0
20170830161,47.5
20170830171,63.75
20170830181,55.75
20170830191,70.0
20170830201,56.25
20170830211,62.25
20170830221,42.0
20170830231,44.0
20170831001,37.5
20170831011,36.0
20170831021,25.75
20170831031,19.25
20170831041,22.0
20170831051,23.0
20170831061,21.25
20170831071,27.25
20170831081,25.0
20170831091,33.5
20170831101,54.5
20170831111,55.25
20170831121,59.25
20170831131,47.75
20170831141,43.5
20170831151,43.25
20170831161,49.5
20170831171,41.5
20170831181,51.25
20170831191,60.0
20170831201,59.0
20170831211,51.25
20170831221,46.25
20170831231,48.0
20170901001,41.0
20170901011,41.5
20170901021,27.5
20170901031,25.25
20170901041,23.75
20170901051,20.5
20170901061,22.75
20170901071,26.25
20170901081,29.5
20170901091,39.25
20170901101,45.0
20170901111,49.5
20170901121,46.75
20170901131,39.25
20170901141,54.75
20170901151,47.5
20170901161,41.75
20170901171,40.25
20170901181,55.5
20170901191,51.0
20170901201,54.5
20170901211,55.25
20170901221,45.5
20170901231,43.25
20170902001,37.25
20170902011,34.25
20170902021,34.0
20170902031,23.0
20170902041,23.5
20170902051,19.75
20170902061,19.5
20170902071,25.75
20170902081,32.5
20170902091,39.5
20170902101,44.25
20170902111,58.0
20170902121,51.25
20170902131,46.75
20170902141,48.5
20170902151,41.75
20170902161,50.25
20170902171,40.25
20170902181,50.25
20170902191,56.0
20170902201,42.0
20170902211,41.5
20170902221,51.25
20170902231,38.0
20170903001,46.25
20170903011,30.25
20170903021,27.0
20170903031,23.5
20170903041,16.5
20170903051,22.25
20170903061,21.25
20170903071,24.0
20170903081,27.0
20170903091,29.75
20170903101,30.75
20170903111,53.0
20170903121,44.5
20170903131,40.25
20170903141,28.5
20170903151,41.5
20170903161,39.0
