PassengerId,Survived
1076,0.923026
1077,0.2966919
1078,0.7108883
1079,0.14379632
1080,0.12746283
1081,0.2905997
1082,0.28666642
1083,0.32634223
1084,0.23391452
1085,0.25744814
1086,0.5751786
1087,0.16874146
1088,0.7630987
1089,0.48013029
1090,0.38085642
1091,0.41829738
1092,0.52861416
1093,0.37544385
1094,0.6339522
1095,0.7270496
1096,0.36897308
1097,0.343868
1098,0.46535996
1099,0.3748959
1100,0.5943553
1101,0.19919628
1102,0.19378853
1103,0.18608207
1104,0.5702909
1105,0.3928474
1106,0.16970927
1107,0.28532535
1108,0.50999063
1109,0.42496672
1110,0.82467526
1111,0.1875695
1112,0.5714122
1113,0.2161245
1114,0.6626089
1115,0.21570316
1116,0.468095
1117,0.5036192
1118,0.207248
1119,0.5096745
1120,0.15267232
1121,0.31194258
1122,0.56853616
1123,0.64418995
1124,0.16767716
1125,0.25057757
1126,0.31481865
1127,0.22012171
1128,0.20217979
1129,0.23327368
1130,0.6453985
1131,0.6162559
1132,0.45616007
1133,0.61677927
1134,0.44663614
1135,0.1873272
1136,0.1945884
1137,0.24978802
1138,0.68519413
1139,0.27803522
1140,0.5867745
1141,0.3810619
1142,0.781248
1143,0.22024071
1144,0.5418601
1145,0.2055473
1146,0.17281857
1147,0.18682468
1148,0.2503401
1149,0.1875695
1150,0.6847061
1151,0.21566871
1152,0.13142452
1153,0.21579993
1154,0.69275796
1155,0.5480288
1156,0.36347973
1157,0.18733957
1158,0.2730233
1159,0.18682468
1160,0.41814852
1161,0.2348763
1162,0.35027093
1163,0.2503401
1164,0.7906239
1165,0.45413285
1166,0.19896787
1167,0.6408011
1168,0.35144582
1169,0.25659156
1170,0.29751408
1171,0.38685307
1172,0.4507585
1173,0.28478074
1174,0.5096745
1175,0.5252421
1176,0.56118363
1177,0.1575523
1178,0.18637884
1179,0.40829337
1180,0.19897437
1181,0.1875695
1182,0.3562632
1183,0.49504018
1184,0.19897437
1185,0.2662528
1186,0.16049838
1187,0.19518253
1188,0.8157065
1189,0.1360639
1190,0.357883
1191,0.18344894
1192,0.17221731
1193,0.38060468
1194,0.31139392
1195,0.2044901
1196,0.5096745
1197,0.33211464
1198,0.5862268
1199,0.33902216
1200,0.27879503
1201,0.26881045
1202,0.23035043
1203,0.22432673
1204,0.18686184
1205,0.45276812
1206,0.70697606
1207,0.5787014
1208,0.37814257
1209,0.4050433
1210,0.19116735
1211,0.29899517
1212,0.19499674
1213,0.21137589
1214,0.3687687
1215,0.3002378
1216,0.87505686
1217,0.20605087
1218,0.6697374
1219,0.35914123
1220,0.31327453
1221,0.39873767
1222,0.6144184
1223,0.29188335
1224,0.19896787
1225,0.46315664
1226,0.19123033
1227,0.31529367
1228,0.3341147
1229,0.18566623
1230,0.41799313
1231,0.19897437
1232,0.4111679
1233,0.1719442
1234,0.4272939
1235,0.98994374
1236,0.1673263
1237,0.49249193
1238,0.3687687
1239,0.37501422
1240,0.38180423
1241,0.6340313
1242,0.62791
1243,0.36897308
1244,0.56406665
1245,0.32807368
1246,0.59688854
1247,0.21711028
1248,0.3267432
1249,0.18731481
1250,0.2503401
1251,0.35292083
1252,0.061989874
1253,0.681997
1254,0.6340313
1255,0.19239402
1256,0.6359163
1257,0.6990128
1258,0.16513517
1259,0.53283
1260,0.61881137
1261,0.37192577
1262,0.32651687
1263,0.81429565
1264,0.18067321
1265,0.2701437
1266,0.52408844
1267,0.9149165
1268,0.31661183
1269,0.395222
1270,0.23606387
1271,0.16039544
1272,0.2503401
1273,0.26022023
1274,0.43358782
1275,0.42020434
1276,0.3567641
1277,0.7412485
1278,0.20308018
1279,0.21023506
1280,0.28509766
1281,0.17084572
1282,0.51571506
1283,0.5138362
1284,0.3158512
1285,0.25078392
1286,0.10400364
1287,0.66787684
1288,0.26888746
1289,0.57535464
1290,0.2114107
1291,0.23630813
1292,0.8480822
1293,0.25692666
1294,0.744154
1295,0.44046295
1296,0.21322063
1297,0.42660224
1298,0.31335467
1299,0.6017705
1300,0.509603
1301,0.53931457
1302,0.5096745
1303,0.70735985
1304,0.41749355
1305,0.1875695
1306,0.73588353
1307,0.14932036
1308,0.18756953
1309,0.1905321
