ID,default_payment_next_month
22226,0.0
17085,0.00015282631
6596,1.0
29855,0.0
17722,0.0
25981,0.0
9599,0.0
19200,0.0
21015,0.0
13263,1.0
8825,0.0
19002,2.9802322e-07
11522,5.5253506e-05
11994,1.0
6077,1.0
1918,0.0
14086,0.0
10800,0.0
959,0.0
14932,0.002330333
19461,1.0
22783,0.0
29950,0.9999895
13637,0.0
8305,0.0
26152,0.0
8806,0.0
15649,0.0
16706,0.0
17182,0.0
6053,0.0
22514,0.0
29370,0.0
22182,0.0
14335,0.0
6961,0.0
4105,0.016641617
16780,1.0
2847,0.0
18869,0.0
19080,0.0
18952,1.0
15647,1.2040138e-05
19570,0.00010976195
751,0.030786484
7420,0.0034356117
15228,0.0
19775,0.0
21741,1.0
20218,0.00022286177
23418,1.0
23655,0.0050096214
5386,1.4007092e-06
27091,0.040070474
23555,9.536743e-07
108,0.0
12164,1.0
7088,1.4901161e-07
20708,0.0
8466,0.0
19834,0.0
29874,0.0
24823,0.0
21428,0.0
13203,2.6196241e-05
10092,0.0
7121,0.0
4416,1.0728836e-06
26532,5.155802e-06
23924,7.57277e-05
23137,0.0
10810,0.0
8580,0.0
6023,0.0
21269,0.0
9401,2.0861626e-07
16389,0.0
12149,0.0
25065,0.0
7588,0.0
10341,0.99988025
7010,0.100926906
27105,0.9997455
17922,0.9999989
23154,0.0
8017,0.0
10757,1.0
20427,1.6003847e-05
6105,2.9802322e-05
2964,1.0
12451,0.0
1054,0.0
15016,0.0
23446,0.0
6378,1.0
2312,0.0
15591,0.0
6938,0.00018876791
21584,0.0
4279,0.0
26794,0.0
10194,0.0
11879,0.0
4589,0.9999864
24979,0.0
4147,0.0
19289,0.0
28346,0.0
135,0.0
29606,0.0
474,0.9999999
26950,0.0
14650,1.0
25279,0.0
1593,0.0
15874,0.0
29219,0.0
25422,0.13382927
9916,0.83159876
22494,0.0
24982,0.0
27159,9.208918e-06
9966,0.0
15709,0.0
10318,0.0
3585,0.0
18595,0.0
17271,0.0
17733,1.0
9613,0.0
10999,0.0
16966,0.15867847
23386,0.9998452
16962,0.0
16069,0.0
23542,0.0
11668,0.004977405
17950,0.0
29187,1.0
685,0.0
19606,0.0
24930,0.0
21962,1.0
2728,0.0
20200,0.77738535
1843,0.0
1257,0.0
6854,0.0
28562,0.0
640,0.0
9650,0.0
7104,0.0
24691,0.0
19143,0.0
4380,0.99999994
25998,0.0
22034,0.0
18170,1.0
25405,0.0
1444,0.0
23688,1.0
11041,0.0
4980,0.0
13394,0.0
4753,1.0
15061,1.0
26738,0.0
10121,1.0
7004,1.7762184e-05
25595,0.0
26942,0.0
16312,0.0
25330,1.0
1281,0.0
719,3.9041042e-06
12068,0.79908574
29923,2.592802e-06
27342,0.0
29452,1.0
4488,0.0
10043,1.0
24807,0.0
15516,0.0
6142,0.0
29436,0.010853261
29533,2.4437904e-06
16681,0.0
28798,0.0
18464,0.0
6950,0.0
10045,8.940697e-08
12517,0.109681875
18147,0.0
17088,0.06536281
1151,0.0
28648,0.0
20946,0.0
14281,1.0
976,0.0
180,0.0
28218,0.0
26573,0.0
5812,0.0
22239,0.0
21868,0.0
28467,0.0
9587,0.0
17721,2.0295382e-05
28506,0.00076934695
7224,0.0
24289,0.0
18846,0.0
8577,0.0
17061,0.99994683
6797,0.0
14140,1.0
967,0.026203334
21272,0.0
21888,0.0
25481,0.0
24492,0.0
6249,0.0
7197,0.99895346
24920,0.35394073
23956,0.0
11822,0.84997714
2745,0.0
3378,8.940697e-08
13545,1.0
4310,0.0
16230,1.0
10995,0.99998873
1841,0.0
18390,0.0
22825,0.0
3195,1.0
4577,0.0078031123
18707,1.0
24485,1.0
14703,0.0
27946,5.066395e-07
821,0.0
14862,1.0
7006,0.0
23263,0.0
12288,6.556511e-07
2916,0.0
16370,1.0
14691,2.9802322e-08
11324,0.0
16484,1.4901161e-07
19284,0.0
6149,0.0
7732,0.0
210,0.0
5583,3.2484531e-06
6144,0.0
2416,0.0
20986,0.0
20902,1.0
12727,0.92480856
14702,1.0
15007,0.0
19644,0.0
29717,1.0
24089,0.0
24803,0.0
10863,0.6253154
9860,0.0
9054,0.09962389
28054,0.0
29437,0.99999857
16374,0.0
21740,0.0
22887,0.9994781
8333,0.0
19366,0.0
22985,0.0
26885,0.0
22769,0.0
25897,0.0
28832,0.0
23119,0.00033286214
13062,0.0076705813
15463,0.003252685
25365,0.0
14742,0.0
652,0.0
3051,0.0
16040,1.0
1234,0.2803741
14351,0.0
22904,0.0
23280,0.0
23648,0.0
10401,0.0
12461,0.0
2670,6.3478947e-06
19758,0.0
21638,0.99999976
15485,0.0
10425,1.0
23352,0.0
29065,0.0
16134,8.940697e-08
10009,0.0
26390,0.0025312304
25053,1.937151e-05
11276,6.2584877e-07
13554,0.0
9219,0.0
872,1.1920929e-07
13098,5.9604645e-08
13728,1.1026859e-06
2383,1.0
1825,1.0
23170,1.0
23165,1.3411045e-06
24302,6.109476e-06
2394,0.0040338337
3964,1.0
25791,0.9842311
24049,0.0
5434,1.79708e-05
10678,0.06714234
28107,0.0
11273,1.0
20677,0.0
16171,0.2054058
29759,0.02607578
18492,0.0
15053,0.0
12964,0.98717844
13078,0.99621254
22086,0.0
18515,1.0
26228,0.0
11807,0.0
11399,0.0
851,1.0
25527,1.0
12849,8.007884e-05
24347,0.0
29242,0.99999756
311,0.0
20701,0.0
6666,0.0
287,0.0
17413,0.0
27586,0.0
18424,0.0
11918,0.5022188
586,0.008882612
17607,0.0
2197,0.0
1986,0.0
25723,0.0
21846,0.0
6325,1.0
22395,0.0
26078,0.0
4738,0.0
2472,1.0
23926,0.00015807152
1665,0.0
22409,0.0
28110,0.015538365
23546,0.00015342236
4992,0.0
24366,0.0016858876
23007,0.0
23793,0.0
13100,0.0
6612,0.0
16467,0.0
29134,1.0
9039,0.0
16599,0.99601424
26580,1.0
28021,0.19838336
17923,0.0
2224,0.0
5545,0.0
11984,1.0728836e-06
25375,0.0
16941,0.0
11130,0.0
22847,0.0
25345,0.0
10309,0.99999535
25482,0.0
154,7.367134e-05
28914,8.940697e-08
17815,4.7683716e-07
5256,0.0
24105,0.0
29401,1.0
16180,0.0
12377,0.0
9468,0.0
11650,0.0
3618,0.0
8336,4.2915344e-06
15453,0.0
25603,0.0
773,2.3543835e-06
18347,0.9996203
12782,0.0
10489,0.0
19905,0.0
3948,1.7881393e-07
26965,3.5762787e-07
1508,0.0
14257,0.0
4968,0.0
27995,0.0
3111,0.0
874,0.0
15883,0.0
2982,0.019536555
25910,0.0
28327,0.0
1759,0.0
9906,0.0
28461,0.9686107
24544,0.0
18838,0.0
25796,0.0
13980,0.0
29331,0.0
10594,1.0
1643,0.0
16344,0.0
6020,0.0
9290,1.0
15461,0.0
10668,0.0002233386
5330,0.0
1681,0.0
694,0.0094255805
453,0.0
8734,0.0
12247,2.9802322e-08
16778,0.0
10560,0.0
1498,0.0
11309,0.0
5414,0.0
23196,0.0029753745
9875,0.0
27114,0.0
5142,0.0
6931,0.0
22095,1.0
2784,0.00048482418
20496,1.0
13481,0.0
19333,0.0
28000,5.662441e-07
28038,1.0
2704,1.0
21004,5.662441e-07
20338,7.006526e-05
10662,0.0
25697,0.0
3302,2.0861626e-07
29532,0.0
2724,0.0
7747,1.1920929e-07
25281,0.0
17558,0.0
20841,0.0
19160,0.0
4168,0.0
4632,0.0
8428,0.0
5959,0.0
15122,0.0
29542,1.0
21392,8.940697e-07
19220,0.0
832,0.9923141
27835,0.0
19633,0.0
27889,0.99996036
4191,1.0
17677,0.0
10272,0.0
15882,0.0
16664,0.0
20659,1.2218952e-06
23216,1.0
23474,0.0
3330,0.0
11421,0.0
1809,0.0
6310,0.0
27487,6.082654e-05
6605,0.40843114
20585,0.0
23483,0.43991765
2067,0.0
5329,0.0
18360,0.0008611381
16798,0.9999825
2493,0.0
23379,0.0
23525,0.0
12936,0.0
13630,0.0
17625,0.0
21509,0.027049929
8398,0.9999989
4367,0.96528053
593,0.0
22101,0.0
20265,0.0
6106,0.0
15544,0.0
29077,0.0
21995,0.0
2279,0.99999976
28022,0.0
20880,0.0
27581,0.0
1784,1.7881393e-07
12539,0.0
3284,0.0
412,2.9802322e-08
7268,1.2516975e-06
4875,1.0
22354,0.0
21140,8.940697e-08
26112,0.0
12267,0.0
16746,0.0
132,0.0
27289,0.0
4384,0.0
4453,0.0
9312,0.0
331,0.9999759
21516,0.00083076954
11311,1.7881393e-07
24297,0.0
16313,0.0
3788,0.0
18194,0.0
15983,0.06032583
28398,0.0006297529
19815,0.0
29054,1.0
109,0.0
17524,5.364418e-07
27348,0.0
987,0.0
24958,0.0
22235,0.0
16825,0.0
28927,0.0
6368,0.0
1009,1.0
18798,0.0
8341,0.99993294
18726,1.0
14135,0.0
217,0.0
21832,0.0
8469,1.0
23832,0.0
17719,8.672476e-06
1522,1.0
9519,0.0
12457,0.0
22658,0.0
9395,0.99966156
20378,0.99994487
3560,0.0
24636,0.0
24155,1.0
17442,0.98887575
12734,0.0
17161,0.0
3509,0.0
22284,0.0
26404,0.0
25699,0.0
4890,0.0
11673,1.0
3117,5.9604645e-08
3100,0.0
22755,3.874302e-07
3416,0.0
20833,0.0
7202,0.0
4237,0.0
12059,0.0
8787,0.0
26633,1.1920929e-07
19347,1.1920929e-06
26758,0.008558333
16916,0.0
850,0.0
15081,0.0
21324,0.0
9227,0.0
26019,0.0
21602,1.0
22056,1.0
28019,0.6365606
29139,1.0
13954,0.0
21910,6.8843365e-06
22632,0.0
23661,0.0
29445,2.9802322e-07
20799,1.1026859e-06
9406,0.7500422
14600,0.0
23426,0.0
28931,1.0
18105,0.0
2629,0.0
1510,0.9999999
17822,0.47636044
22304,1.0
3268,0.0
4349,0.00023368001
8322,0.0
11437,1.0
23713,6.556511e-07
14375,0.065503925
14154,0.021529675
347,0.0
24429,1.22487545e-05
5768,0.0
15138,0.0
14941,7.8082085e-06
17723,4.2021275e-06
17318,0.0
4274,5.9604645e-08
17968,0.0
29684,0.0
10652,0.0
23920,1.0
7357,0.0
8947,1.8686056e-05
27177,0.0
11743,5.9604645e-08
15179,0.0
29130,0.00011500716
3656,0.0
14713,1.0
15865,3.2782555e-07
16543,1.0
29622,5.9604645e-08
22195,0.0
20411,0.0
5757,0.0
3469,0.04378158
4496,0.0
17912,8.940697e-05
28915,0.0
3612,1.0
9112,0.0
15086,0.0
14250,0.0
6153,0.0
5805,0.0
5129,1.0
23301,0.0
1832,0.0
10752,0.0
10243,0.0
24697,5.662441e-07
15688,0.0
15675,0.0
24351,0.999941
28981,0.0
7719,0.0
12356,0.0
27761,0.0
27932,0.0
11358,0.009256184
13048,0.0
6661,0.0
24496,0.0
17451,0.0
1626,1.0
22458,0.0
28194,0.0
17531,0.0
17586,1.0
23563,1.0
27079,0.0
7425,1.0
8784,0.002636075
1081,0.0
1697,0.9999999
17504,0.0
12952,0.0007560551
13677,1.2516975e-05
21774,0.0
14751,0.000101059675
25244,1.0
16504,0.0
9303,0.0
11129,1.0
25475,0.0
20712,0.0
13938,0.09538981
8504,0.0
27552,0.0
21907,0.0
8956,0.0
4144,5.9604645e-08
23319,0.0
15539,0.0
24462,0.0
19979,0.0
28859,0.88281655
16571,8.6426735e-07
27277,1.0
16734,0.0
24962,0.0
7407,2.0116568e-05
18897,2.9802322e-08
11678,0.0
3169,0.0
5669,0.0
8157,1.0
28156,0.0
23665,1.0
28771,9.247661e-05
14288,0.0
1958,0.0
14841,0.0
13111,0.0
25282,0.0
20655,1.0
12161,0.99907744
4219,0.0
18847,0.0
21890,0.0
16943,1.0
19292,3.5762787e-06
15176,0.0
29720,2.115965e-06
19969,0.0
27836,0.15288574
3090,0.0
5241,0.0
26506,0.0
8288,0.0
15608,0.0
28317,0.0
29579,0.0
4049,0.00012177229
14903,0.0
18512,0.0
25735,0.0
9790,1.0
2860,0.0
27822,0.0
18965,0.0
26248,0.0
15776,2.3424625e-05
3361,0.0
9696,0.0
3243,0.99997246
22767,0.0
27860,4.7385693e-06
27199,0.9999012
12277,0.0
11411,0.4524808
19760,0.0
10333,0.0
18833,0.0
24200,0.14707994
13459,0.0
8177,0.0
17008,0.0
23345,0.0
19177,4.5657158e-05
25013,0.0
1088,0.0
3242,0.99889386
20751,0.0
5190,0.0
930,0.0
15472,7.343292e-05
20508,0.0
27483,1.0
7452,0.0
5845,7.1525574e-07
7458,0.0
26372,0.0
12425,0.0
21765,0.0
24300,0.0
22537,1.0
24812,0.0
21031,0.0
531,0.0
18510,0.0
12471,0.9999997
22707,0.0
13524,0.0
17392,0.0
5731,1.0
26194,0.0
5350,0.7312357
5275,0.0040462613
4335,0.0
2373,1.7881393e-07
14845,1.4901161e-07
3693,0.0
25322,0.0
11110,0.0
14056,0.0
10993,0.0
20422,1.4901161e-07
13940,0.0
5560,0.0
1526,1.0
10051,0.0
3757,0.0
149,1.0
10219,0.0
19516,0.0
10989,0.0
11569,0.0
24206,0.0
28566,0.0
26183,0.0
17374,2.4467707e-05
9968,0.01472491
29962,0.0
18280,0.0
7011,0.0
4929,1.0
11168,0.9989163
13843,0.0
21284,0.0
14158,0.9805362
24535,0.0
1734,0.0
18810,0.0
1688,0.0
3342,1.0
9141,0.0
14972,0.0026488304
4550,0.0
12707,0.0
6534,0.0
24458,0.9999578
11229,0.0010581315
2662,0.0
9538,1.0
28180,0.0
9667,0.0
17772,1.4901161e-07
23323,0.0
11745,0.0
10027,2.8312206e-06
17255,1.0
24270,0.0
3601,8.940697e-08
10483,1.4901161e-07
1977,8.940697e-08
26508,0.0
27649,0.0
3491,1.0
4090,0.0
21848,1.0
4571,0.0
11696,0.9991079
12205,0.0
20740,0.0
18886,0.0
24120,0.0
23890,0.78425455
1287,0.0
5445,0.9999993
1786,0.0
24163,0.0
14455,0.0
3022,0.0
9540,0.0
1273,0.0
13537,0.0
19853,0.0
11892,0.12453663
14854,0.0
11155,0.0
25612,0.0
110,0.0
20418,0.00074872375
26650,1.0
27003,0.0
8515,1.0
28113,0.0
1373,0.9999964
13781,0.999835
8703,0.0
14492,0.0
3813,0.0
11861,0.0
7240,0.00296247
3467,5.662441e-07
9210,0.0
26924,0.0
10695,0.0
23573,0.0
4093,1.0
22984,0.0
17847,1.0
24921,0.0
28873,0.0
1355,0.00014466047
26529,0.0
12544,0.0
2760,0.0
29721,0.0
24337,0.0
22796,0.0
6347,0.048758656
19510,0.0
4542,0.9942409
6748,1.5497208e-06
14680,0.0
24906,1.0
14025,0.0063465238
24505,0.9998959
26641,1.0
29654,0.0
5706,8.940697e-08
24199,0.49397188
16386,7.1525574e-07
1300,0.9997072
19499,2.9802322e-08
18313,0.0
24008,0.0
27934,0.0
7912,0.0
16429,0.001988858
5107,0.0
3815,0.0
23961,0.0
4867,1.0
3379,1.0
29695,0.0
13678,0.0
17194,1.0
22140,0.9840934
22566,0.0
9575,0.0
25077,0.0
28579,0.0
520,0.0
6088,0.0
3341,5.9604645e-08
13469,1.0
17957,0.0
7125,0.0
15292,0.0
20391,0.9999809
17231,1.0
27325,0.0
3574,0.493692
27816,0.0
20977,0.0
19053,1.0
9085,1.0
7016,0.0
9694,0.0
302,1.0
29413,1.1920929e-07
8076,1.0
24319,4.7683716e-07
17763,0.0
19469,0.0
26785,3.120303e-05
19003,0.0
26601,0.0
15028,0.0
3672,0.0020301044
16973,0.0
7007,0.0
20030,0.0
28684,1.0
20040,0.0
22992,0.019437462
5067,0.0
13862,0.0
7718,0.0
25563,0.9582076
7430,0.0012877882
16304,0.0
19127,0.9721904
13602,0.0
23859,0.0
823,1.0
12111,0.0
10558,0.0
26678,0.0
28103,1.0
24925,0.0
1762,0.0
6648,1.0
9833,1.0
1555,0.0
22116,8.523464e-06
13504,3.3974648e-06
13979,0.0
20501,0.0
23969,0.0
12520,1.0
29798,0.0
19960,0.04285112
17181,0.08998105
6083,1.0
22716,0.082176
4741,1.0
26599,0.8585855
18706,0.0
621,0.0
21983,0.0
18801,0.96982586
23823,0.9989592
384,1.7881393e-07
3623,0.0
26547,0.0
9244,0.0
270,1.0
15927,0.0
27026,0.0
519,0.984725
27549,1.0
8542,0.0
27075,0.0
23051,0.0
11348,0.99893653
25467,0.0
29761,0.0
28086,1.1920929e-07
15434,0.0
3415,0.0
24536,0.0
697,0.0
10917,0.99972534
21117,6.0796738e-05
19862,0.98669326
4198,0.0
26642,4.7266483e-05
11016,0.0
13559,0.0
28868,0.0
7606,0.0
4398,3.951788e-05
19779,0.0
16194,0.0
22051,2.115965e-06
21037,0.0
22110,0.0
28399,0.0
25129,0.0
16205,1.4305115e-06
11782,0.0
19646,0.0
17334,0.0
29198,0.0
20412,0.0
4125,0.0
28732,4.2438507e-05
27976,0.0
17276,0.0
17071,0.0
29372,0.0
28893,1.0
23200,5.9604645e-08
19142,0.0
22198,0.0
26839,0.0
2876,0.0
6930,0.9850824
18298,0.0
5662,0.0
22760,1.12354755e-05
24007,1.0
11672,1.0
18507,0.0
1605,0.0
20457,0.0
28668,0.0
27903,0.0
6685,0.0
14787,1.1920929e-07
10133,2.1755695e-06
19608,0.0
13985,0.0
28281,0.0
1029,1.0
16003,0.0
7802,0.0
11836,0.0
11060,0.0
26485,0.017909825
22159,0.0
27446,0.0
11525,0.0
6235,0.0
7521,0.0947071
3447,0.0
8715,1.0
4728,0.039216846
15478,0.0
26247,0.0
11184,0.0
25845,0.9997516
20938,0.0
14947,0.0
24494,0.08926144
18588,0.0
22819,0.0
13547,0.0
