CustomerID,Customer.Lifetime.Value
5813,469.7603
5826,986.3244
5829,929.83405
5837,817.61597
5860,2011.3177
5862,2449.0422
5879,469.7603
5886,2114.8376
5896,1421.5896
5904,2521.0256
5907,927.2852
5909,469.7603
5916,897.2383
5923,558.8974
5944,1121.8518
5953,1075.874
5967,469.7603
5980,2167.9724
5985,462.255
5993,1006.3912
6001,1539.1167
6002,2362.8687
6013,703.22455
6026,2005.8666
6028,1006.3912
6031,817.61597
6036,1939.0685
6041,1121.8518
6062,1245.303
6065,817.61597
6077,1594.7372
6086,2393.3682
6100,558.8974
6102,2710.9866
6108,1545.7239
6115,817.61597
6116,1386.5074
6117,979.71454
6120,957.71246
6128,937.3193
6131,2005.8666
6153,469.7603
6159,3572.5718
6161,1006.3912
6162,3572.5718
6163,1205.895
6170,3572.5718
6173,462.255
6174,950.8498
6175,469.7603
6183,1539.1167
6190,897.2383
6191,462.255
6194,979.71454
6197,703.22455
6201,802.96
6202,543.0205
6205,1981.7445
6206,817.61597
6208,1539.1167
6211,937.3193
6214,469.7603
6217,817.61597
6218,469.7603
6219,703.22455
6232,1594.7372
6245,2316.7068
6254,1571.3887
6255,3572.5718
6261,1776.0531
6274,2208.9236
6275,937.3193
6276,1070.7728
6285,4074.2886
6300,937.3193
6312,2005.8666
6325,467.0863
6327,462.255
6340,937.3193
6342,684.10785
6354,2094.979
6356,1006.3912
6372,1981.7445
6377,3221.9092
6382,957.71246
6393,1539.1167
6401,558.8974
6408,817.61597
6410,817.61597
6411,1006.3912
6430,1539.1167
6444,2680.3386
6474,1589.6747
6483,980.17773
6494,558.8974
6516,558.8974
6533,3032.9897
6534,703.22455
6536,3572.5718
6540,883.70776
6543,1297.7745
6549,469.7603
6553,2420.3064
6575,684.10785
6587,937.3193
6595,1196.5725
6596,2321.8442
6598,1734.7971
6599,1800.6672
6600,1539.1167
6610,883.70776
6623,469.7603
6625,469.7603
6630,2537.3115
6634,558.8974
6639,3221.9092
6659,3572.5718
6671,1417.6273
6674,817.61597
6677,937.3193
6679,5724.352
6681,1539.1167
6689,2479.1892
6694,3572.5718
6700,950.8498
6702,2203.4727
6709,817.61597
6712,558.8974
6730,2519.2122
6732,3572.5718
6734,2203.4727
6737,2710.9866
6742,1421.5896
6762,2005.8666
6768,1594.7372
6769,462.255
6771,2203.4727
6776,469.7603
6779,1004.20703
6797,469.7603
6805,1248.4583
6806,992.06445
6807,2119.101
6817,2203.4727
6823,558.8974
6824,1539.1167
6835,2137.9263
6836,1109.9352
6861,3221.9092
6866,469.7603
6873,703.22455
6884,986.3244
6889,1594.7372
6892,729.5498
6902,1417.6273
6904,798.8406
6908,1594.7372
6933,684.10785
6940,883.70776
6945,3572.5718
6956,1800.6672
6972,937.3193
6974,2449.0422
6979,1800.6672
6984,1278.5249
6987,462.255
6989,4572.398
6996,2383.1548
7002,817.61597
7003,817.61597
7007,469.7603
7008,979.71454
7018,2420.3064
7024,1198.621
7025,558.8974
7031,2393.3682
7036,957.71246
7041,1594.7372
7051,558.8974
7058,1800.6672
7077,703.22455
7080,5724.352
7088,2607.1995
7098,3572.5718
7117,1800.6672
7127,1594.7372
7134,1308.5127
7136,3311.357
7143,937.3193
7149,469.7603
7150,1512.7389
7153,703.22455
7195,937.3193
7196,543.0205
7201,535.51526
7215,1006.3912
7220,558.8974
7229,1987.1958
7231,703.22455
7247,469.7603
7249,558.8974
7256,937.3193
7258,2546.0425
7263,1981.7445
7270,1308.5127
7284,937.3193
7294,1417.6273
7296,2519.2122
7302,1006.3912
7307,1417.6273
7308,538.1893
7310,703.22455
7318,2316.7068
7323,469.7603
7326,937.3193
7332,703.22455
7334,1196.5725
7335,1800.6672
7342,2203.4727
7356,817.61597
7381,937.3193
7383,973.07495
7384,1534.1433
7400,817.61597
7411,3436.1306
7414,1160.569
7417,1257.7461
7424,2619.3713
7433,1539.1167
7435,6243.951
7436,462.255
7439,1312.7546
7444,986.3244
7445,1981.7445
7454,986.3244
7458,817.61597
7461,469.7603
7469,1545.7239
7475,469.7603
7479,937.3193
7487,986.3244
7496,817.61597
7498,1070.7728
7501,1006.3912
7511,5724.352
7516,469.7603
7524,1070.7728
7527,703.22455
7535,817.61597
7537,469.7603
7540,1393.7709
7544,462.255
7549,2203.4727
7557,2718.5154
7562,469.7603
7570,3572.5718
7580,957.71246
7582,558.8974
7584,1217.644
7602,1571.3887
7610,1308.5127
7612,469.7603
7617,1539.1167
7619,469.7603
7622,3572.5718
7628,543.0205
7642,703.22455
7645,817.61597
7649,1121.8518
7651,1268.8464
7652,462.255
7656,684.10785
7662,469.7603
7663,1421.5896
7665,2005.8666
7677,1070.7728
7681,462.255
7686,802.96
7687,3572.5718
7692,937.3193
7697,1594.7372
7717,937.3193
7720,2145.7732
7723,1981.7445
7729,1594.7372
7752,1221.9562
7759,462.255
7760,464.92902
7762,1594.7372
7763,462.255
7766,1021.7538
7792,2005.8666
7795,469.7603
7800,2519.2122
7832,957.71246
7843,469.7603
7847,1075.0623
7851,2005.8666
7852,558.8974
7855,1594.7372
7861,2752.7485
7863,1545.7239
7865,462.255
7870,2307.1946
7879,2203.4727
7885,1571.3887
7890,1118.6399
7892,1539.1167
7894,773.5808
7896,1987.1958
7910,1594.7372
7916,469.7603
7920,469.7603
7926,2607.1995
7928,937.3193
7949,469.7603
7953,937.3193
7954,1297.6892
7967,558.8974
7970,1268.8464
7980,1245.303
7983,3572.5718
8000,937.3193
8008,2499.6326
8025,1981.7445
8035,1571.3887
8037,2383.1548
8039,2519.2122
8054,937.3193
8060,558.8974
8061,1584.7013
8065,558.8974
8067,462.255
8069,469.7603
8079,1268.1525
8093,1981.7445
8107,469.7603
8114,937.3193
8117,1297.6892
8123,1939.0685
8126,986.3244
8133,2607.1995
8138,2316.7068
8141,2005.8666
8143,3216.9917
8150,817.61597
8153,1335.0695
8160,2499.6326
8163,950.8498
8176,558.8974
8180,957.71246
8183,703.22455
8185,2316.7068
8187,1594.7372
8190,927.2852
8192,724.1623
8201,724.1623
8202,1981.7445
8204,3216.9917
8214,684.10785
8216,1981.7445
8222,817.61597
8232,883.70776
8239,703.22455
8240,1589.6747
8243,469.7603
8245,937.3193
8251,1021.7538
8269,469.7603
8273,469.7603
8274,2752.7485
8277,3221.9092
8278,5962.2407
8286,1238.029
8297,817.61597
8298,1312.7546
8303,1121.8518
8308,1308.5127
8318,469.7603
8321,937.3193
8324,937.3193
8332,1800.6672
8334,1800.6672
8339,2203.4727
8342,558.8974
8344,1539.1167
8348,462.255
8356,612.7877
8361,883.70776
8374,558.8974
8375,462.255
8383,5957.521
8392,4074.2886
8394,2663.3005
8402,469.7603
8405,558.8974
8407,817.61597
8422,883.70776
8428,1021.7538
8429,817.61597
8433,469.7603
8434,703.22455
8444,3560.4834
8446,467.0863
8450,1687.6124
8451,684.10785
8452,5262.259
8456,1707.0626
8458,1421.5896
8465,992.06445
8466,558.8974
8470,2393.3682
8476,1776.0531
8477,1800.6672
8488,558.8974
8489,2119.101
8494,1981.7445
8503,467.0863
8521,3800.0366
8524,1268.1525
8530,729.5498
8541,742.2072
8548,469.7603
8556,1016.6525
8560,3560.4834
8573,469.7603
8576,1344.7885
8580,2094.979
8581,1344.7885
8595,992.06445
8597,2393.3682
8610,1594.7372
8618,469.7603
8619,1420.759
8621,986.3244
8626,1205.895
8630,883.70776
8648,979.71454
8653,558.8974
8665,703.22455
8671,1006.3912
8695,1295.6614
8710,469.7603
8729,469.7603
8733,817.61597
8734,2005.8666
8735,1981.7445
8737,3560.4834
8739,469.7603
8757,957.71246
8759,957.71246
8763,1070.7728
8770,937.3193
8779,2479.1892
8781,3572.5718
8785,469.7603
8786,1589.6747
8801,929.83405
8802,558.8974
8810,817.61597
8811,729.5498
8812,3572.5718
8817,710.4331
8819,469.7603
8829,1539.1167
8831,817.61597
8842,2519.2122
8843,1198.621
8856,2005.8666
8858,1006.3912
8868,1539.1167
8883,469.7603
8887,3027.159
8890,3572.5718
8892,684.10785
8893,2521.0256
8898,1981.7445
8906,817.61597
8917,1589.6747
8922,2005.8666
8923,1378.2191
8926,1075.874
8936,469.7603
8954,1981.7445
8957,462.255
8961,558.8974
8975,1571.3887
8989,3305.8757
9001,1800.6672
9009,2663.3005
9016,3340.318
9032,2752.7485
9035,1203.1866
9047,2005.8666
9048,817.61597
9058,3560.4834
9064,558.8974
9071,469.7603
9074,937.3193
9080,1545.7239
9083,1398.9386
9092,2119.101
9097,1121.8518
9108,558.8974
9115,2005.8666
9122,469.7603
9126,937.3193
9141,610.51056
9142,703.22455
9147,1245.303
9162,934.77045
9184,1006.3912
9185,469.7603
9193,3572.5718
9203,1539.1167
9213,883.70776
9216,937.3193
9225,469.7603
9239,703.22455
9247,558.8974
9252,2973.204
9275,3560.4834
9277,2005.8666
9284,2094.979
9285,1155.7756
9287,2570.0315
9297,5262.259
9305,986.3244
9307,1155.7756
9308,703.22455
9326,883.70776
9331,890.8104
9332,2316.7068
9336,3560.4834
9340,937.3193
9374,3572.5718
9379,462.255
9381,937.3193
9383,469.7603
9386,1970.3663
9397,925.43036
9413,2519.2122
9415,469.7603
9429,1121.8518
9440,2203.4727
9442,1297.6892
9446,3572.5718
9451,979.71454
9452,1297.6892
9461,469.7603
9464,558.8974
9472,950.8498
9477,671.0348
9479,1539.1167
9484,1981.7445
9489,2658.383
9492,4106.1865
9499,2362.8687
9509,3560.4834
9511,1981.7445
9515,3204.9211
9527,1268.1525
9540,1776.0531
9542,1539.1167
9545,3572.5718
9554,2005.8666
9567,2449.0422
9573,897.2383
9577,1489.134
9578,963.1223
9582,1539.1167
9585,469.7603
9586,1421.5896
9604,2560.2134
9625,817.61597
9651,986.3244
9656,558.8974
9664,2203.4727
9665,817.61597
9666,1539.1167
9680,937.3193
9683,883.70776
9688,937.3193
9691,1258.1772
9696,2767.0466
9701,1417.6273
9706,2167.9724
9709,558.8974
9712,937.3193
9714,1075.874
9717,558.8974
9731,1800.6672
9738,729.5498
9748,469.7603
9749,2121.6511
9751,469.7603
9755,464.92902
9758,558.8974
9795,684.10785
9806,558.8974
9809,703.22455
9815,703.22455
9824,469.7603
9827,4574.131
9831,2203.4727
9833,462.255
9836,703.22455
9862,937.3193
9868,610.51056
9869,1417.6273
9873,1021.7538
9875,703.22455
9877,3216.9917
9887,469.7603
9893,937.3193
9896,3572.5718
9898,937.3193
9902,558.8974
9903,937.3193
9904,3572.5718
9913,724.1623
9919,1006.3912
9920,1545.7239
9926,469.7603
9927,3560.4834
9928,469.7603
9931,2094.979
9943,1021.7538
9961,1539.1167
9965,937.3193
9970,937.3193
9981,469.7603
9989,3572.5718
10019,2658.383
10025,1006.3912
10035,558.8974
10055,462.255
10056,558.8974
10061,558.8974
10067,462.255
10070,558.8974
10074,1268.1525
10079,1075.874
10080,2519.2122
10082,467.0863
10083,1417.6273
10086,469.7603
10090,469.7603
10092,469.7603
10094,2203.4727
10097,1238.029
10101,1116.7505
10111,817.61597
10118,937.3193
10120,817.61597
10132,3572.5718
10136,986.3244
10138,2519.2122
10147,950.8498
10159,2094.979
10160,1238.029
10161,469.7603
10162,1075.874
10173,2560.2134
10178,2203.4727
10179,1534.1433
10182,558.8974
10183,703.22455
10184,2094.979
10187,1800.6672
10189,2519.2122
10197,1248.4583
10200,2203.4727
10201,2533.541
10202,1297.6892
10207,1768.127
10213,4930.013
10216,1006.3912
10219,469.7603
10221,462.255
10225,703.22455
10226,3572.5718
10244,469.7603
10251,3572.5718
10261,1393.7709
10264,2316.7068
10267,1344.7885
10269,802.96
10275,558.8974
10297,950.8498
10299,937.3193
10302,1417.6273
10320,1297.6892
10334,817.61597
10335,3207.9587
10338,2658.383
10347,817.61597
10350,724.1623
10358,1489.134
10359,469.7603
10361,558.8974
10364,937.3193
10366,2005.8666
10376,469.7603
10388,937.3193
10403,5962.2407
10404,2167.9724
10405,2271.2542
10421,2119.101
10422,1987.1958
10426,462.255
10428,2316.7068
10434,558.8974
10441,1981.7445
10449,558.8974
10462,2167.9724
10463,1589.6747
10466,2479.1892
10469,469.7603
10472,979.71454
10485,802.96
10493,1229.4384
10496,2316.7068
10504,979.71454
10511,558.8974
10520,469.7603
10524,2663.3005
10535,1421.5896
10540,469.7603
10541,1981.7445
10543,469.7603
10545,558.8974
10550,1545.7239
10556,883.70776
10568,2114.8376
10577,469.7603
10581,558.8974
10583,1800.6672
10589,3572.5718
10608,1075.874
10610,469.7603
10611,558.8974
10614,883.70776
10623,462.255
10630,925.43036
10636,1198.621
10642,3560.4834
10645,937.3193
10646,462.255
10650,462.255
10653,1335.0695
10656,543.0205
10671,817.61597
10676,469.7603
10681,817.61597
10692,937.3193
10697,469.7603
10702,950.8498
10706,1571.3887
10710,469.7603
10713,2307.1946
10717,558.8974
10723,937.3193
10725,2589.8599
10736,1312.7546
10737,558.8974
10738,2203.4727
10758,2607.1995
10767,937.3193
10769,979.71454
10784,2203.4727
10790,979.71454
10799,1420.759
10802,1238.029
10804,2524.7751
10809,1420.759
10824,937.3193
10828,897.2383
10830,2519.2122
10837,1297.6892
10838,1589.6747
10844,684.10785
10850,1539.1167
10858,986.3244
10861,684.10785
10867,1981.7445
10875,2203.4727
10878,1301.7369
10879,2553.6746
10894,2005.8666
10895,1800.6672
10898,1545.7239
10906,1545.7239
10914,3572.5718
